# Time-averaged data for fix 4
# TimeStep Number-of-rows
# Row c_rdf[1] c_rdf[2] c_rdf[3]
35100 100
97 7.72 1.08416 90.8655
98 7.8 1.09979 93.7785
99 7.88 1.12844 96.829
100 7.96 1.12382 99.929
39200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.0116445 0.0015
23 1.8 0 0.0015
24 1.88 0.00649805 0.0025
25 1.96 0.023914 0.0065
26 2.04 0.0551884 0.0165
27 2.12 0.137976 0.0435
28 2.2 0.132871 0.0715
29 2.28 0.247422 0.1275
30 2.36 0.377328 0.219
31 2.44 0.445582 0.3345
32 2.52 0.741447 0.5395
33 2.6 1.97236 1.12
34 2.68 2.4064 1.8725
35 2.76 3.81875 3.139
36 2.84 3.61234 4.4075
37 2.92 2.66016 5.395
38 3 1.96256 6.164
39 3.08 1.68882 6.8615
40 3.16 1.39047 7.466
41 3.24 1.31719 8.068
42 3.32 1.06485 8.579
43 3.4 0.921943 9.043
44 3.48 0.896166 9.5155
45 3.56 0.929743 10.0285
46 3.64 0.938733 10.57
47 3.72 0.805014 11.055
48 3.8 0.765909 11.5365
49 3.88 0.797971 12.0595
50 3.96 0.86639 12.651
51 4.04 0.831011 13.2415
52 4.12 0.882951 13.894
53 4.2 0.859402 14.554
54 4.28 0.875224 15.252
55 4.36 0.94792 16.0365
56 4.44 0.951937 16.8535
57 4.52 0.966322 17.713
58 4.6 1.01279 18.646
59 4.68 1.10588 19.7005
60 4.76 1.07206 20.758
61 4.84 1.15017 21.931
62 4.92 1.14865 23.1415
63 5 1.14711 24.39
64 5.08 1.19404 25.7315
65 5.16 1.21079 27.135
66 5.24 1.28829 28.675
67 5.32 1.28027 30.2525
68 5.4 1.28634 31.8855
69 5.48 1.27238 33.549
70 5.56 1.25944 35.244
71 5.64 1.20086 36.907
72 5.72 1.1689 38.572
73 5.8 1.12015 40.2125
74 5.88 1.11944 41.8975
75 5.96 1.11643 43.624
76 6.04 1.07981 45.339
77 6.12 1.03153 47.021
78 6.2 1.07768 48.8245
79 6.28 1.02943 50.592
80 6.36 1.05651 52.4525
81 6.44 1.09162 54.4235
82 6.52 1.00367 56.281
83 6.6 0.971843 58.124
84 6.68 1.01228 60.0905
85 6.76 1.02289 62.1255
86 6.84 1.01015 64.183
87 6.92 1.00204 66.272
88 7 1.01818 68.444
89 7.08 1.00034 70.627
90 7.16 1.01306 72.888
91 7.24 1.02782 75.2335
92 7.32 1.00484 77.5775
93 7.4 1.0365 80.0485
94 7.48 1.06433 82.641
95 7.56 1.07247 85.3095
96 7.64 1.08023 88.0545
97 7.72 1.08551 90.871
98 7.8 1.10451 93.7965
99 7.88 1.11605 96.8135
100 7.96 1.12019 99.9035
39300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00708839 0.001
24 1.88 0.0129961 0.003
25 1.96 0.0209247 0.0065
26 2.04 0.071745 0.0195
27 2.12 0.125201 0.044
28 2.2 0.175579 0.081
29 2.28 0.25184 0.138
30 2.36 0.358771 0.225
31 2.44 0.468729 0.3465
32 2.52 0.679962 0.5345
33 2.6 1.94178 1.106
34 2.68 2.43678 1.868
35 2.76 3.86096 3.1485
36 2.84 3.63085 4.4235
37 2.92 2.61571 5.3945
38 3 1.99956 6.178
39 3.08 1.68518 6.874
40 3.16 1.38472 7.476
41 3.24 1.2614 8.0525
42 3.32 1.07839 8.57
43 3.4 0.961682 9.054
44 3.48 0.922719 9.5405
45 3.56 0.888965 10.031
46 3.64 0.924865 10.5645
47 3.72 0.850659 11.077
48 3.8 0.775453 11.5645
49 3.88 0.802548 12.0905
50 3.96 0.834899 12.6605
51 4.04 0.827493 13.2485
52 4.12 0.914751 13.9245
53 4.2 0.88284 14.6025
54 4.28 0.890271 15.3125
55 4.36 0.893546 16.052
56 4.44 0.953685 16.8705
57 4.52 0.996115 17.7565
58 4.6 1.01822 18.6945
59 4.68 1.01989 19.667
60 4.76 1.07358 20.726
61 4.84 1.14772 21.8965
62 4.92 1.21318 23.175
63 5 1.16548 24.4435
64 5.08 1.1887 25.779
65 5.16 1.26643 27.247
66 5.24 1.22262 28.7085
67 5.32 1.27702 30.282
68 5.4 1.28673 31.9155
69 5.48 1.27468 33.582
70 5.56 1.26427 35.2835
71 5.64 1.20591 36.9535
72 5.72 1.17979 38.634
73 5.8 1.14064 40.3045
74 5.88 1.12011 41.9905
75 5.96 1.06017 43.63
76 6.04 1.06753 45.3255
77 6.12 1.06158 47.0565
78 6.2 1.06573 48.84
79 6.28 1.03846 50.623
80 6.36 1.06503 52.4985
81 6.44 1.07584 54.441
82 6.52 1.00827 56.307
83 6.6 0.985026 58.175
84 6.68 0.997093 60.112
85 6.76 1.01963 62.1405
86 6.84 1.00377 64.185
87 6.92 1.0054 66.281
88 7 1.00857 68.4325
89 7.08 1.01867 70.6555
90 7.16 1.00723 72.9035
91 7.24 1.03155 75.2575
92 7.32 1.02627 77.6515
93 7.4 1.04216 80.136
94 7.48 1.06228 82.7235
95 7.56 1.07689 85.403
96 7.64 1.08771 88.167
97 7.72 1.08185 90.974
98 7.8 1.09828 93.883
99 7.88 1.09293 96.8375
100 7.96 1.13397 99.9655
39400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0.0129961 0.0025
25 1.96 0.0358709 0.0085
26 2.04 0.0689855 0.021
27 2.12 0.137976 0.048
28 2.2 0.161343 0.082
29 2.28 0.240794 0.1365
30 2.36 0.321657 0.2145
31 2.44 0.478374 0.3385
32 2.52 0.667303 0.523
33 2.6 1.96556 1.1015
34 2.68 2.4144 1.8565
35 2.76 3.76447 3.105
36 2.84 3.74192 4.419
37 2.92 2.69114 5.418
38 3 1.92683 6.173
39 3.08 1.67066 6.863
40 3.16 1.42498 7.4825
41 3.24 1.26249 8.0595
42 3.32 1.11278 8.5935
43 3.4 0.960689 9.077
44 3.48 0.920822 9.5625
45 3.56 0.896215 10.057
46 3.64 0.89106 10.571
47 3.72 0.822442 11.0665
48 3.8 0.754774 11.541
49 3.88 0.796445 12.063
50 3.96 0.850278 12.6435
51 4.04 0.840159 13.2405
52 4.12 0.8931 13.9005
53 4.2 0.865912 14.5655
54 4.28 0.885882 15.272
55 4.36 0.887505 16.0065
56 4.44 0.977571 16.8455
57 4.52 0.989369 17.7255
58 4.6 1.03721 18.681
59 4.68 1.06341 19.695
60 4.76 1.09234 20.7725
61 4.84 1.13791 21.933
62 4.92 1.18092 23.1775
63 5 1.18294 24.465
64 5.08 1.18558 25.797
65 5.16 1.22718 27.2195
66 5.24 1.22555 28.6845
67 5.32 1.28271 30.265
68 5.4 1.29382 31.9075
69 5.48 1.27468 33.574
70 5.56 1.23455 35.2355
71 5.64 1.23118 36.9405
72 5.72 1.14574 38.5725
73 5.8 1.12766 40.224
74 5.88 1.13439 41.9315
75 5.96 1.07731 43.5975
76 6.04 1.037 45.2445
77 6.12 1.0674 46.985
78 6.2 1.06394 48.7655
79 6.28 1.04662 50.5625
80 6.36 1.0761 52.4575
81 6.44 1.07279 54.3945
82 6.52 1.03961 56.3185
83 6.6 0.985817 58.188
84 6.68 1.00842 60.147
85 6.76 0.999017 62.1345
86 6.84 1.0131 64.198
87 6.92 1.03658 66.359
88 7 0.978799 68.447
89 7.08 1.00309 70.636
90 7.16 1.02515 72.924
91 7.24 1.00328 75.2135
92 7.32 1.02927 77.6145
93 7.4 1.03377 80.079
94 7.48 1.0633 82.669
95 7.56 1.07267 85.338
96 7.64 1.06783 88.0515
97 7.72 1.10498 90.9185
98 7.8 1.10168 93.8365
99 7.88 1.08941 96.7815
100 7.96 1.13651 99.9165
39500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.0141768 0.002
24 1.88 0.00974707 0.0035
25 1.96 0.0269032 0.008
26 2.04 0.052429 0.0175
27 2.12 0.140531 0.045
28 2.2 0.192188 0.0855
29 2.28 0.262886 0.145
30 2.36 0.358771 0.232
31 2.44 0.482231 0.357
32 2.52 0.734214 0.56
33 2.6 1.88402 1.1145
34 2.68 2.37443 1.857
35 2.76 3.85794 3.1365
36 2.84 3.63513 4.413
37 2.92 2.62649 5.388
38 3 1.88344 6.126
39 3.08 1.74208 6.8455
40 3.16 1.44108 7.472
41 3.24 1.3161 8.0735
42 3.32 1.0586 8.5815
43 3.4 0.932871 9.051
44 3.48 0.970135 9.5625
45 3.56 0.895309 10.0565
46 3.64 0.917064 10.5855
47 3.72 0.804184 11.07
48 3.8 0.762728 11.5495
49 3.88 0.804837 12.077
50 3.96 0.844419 12.6535
51 4.04 0.874638 13.275
52 4.12 0.849798 13.903
53 4.2 0.869819 14.571
54 4.28 0.908453 15.2955
55 4.36 0.904421 16.044
56 4.44 0.949025 16.8585
57 4.52 1.00117 17.749
58 4.6 1.01767 18.6865
59 4.68 1.04505 19.683
60 4.76 1.10653 20.7745
61 4.84 1.11781 21.9145
62 4.92 1.20891 23.1885
63 5 1.1811 24.474
64 5.08 1.16956 25.788
65 5.16 1.24443 27.2305
66 5.24 1.2473 28.7215
67 5.32 1.30543 30.33
68 5.4 1.24616 31.912
69 5.48 1.25173 33.5485
70 5.56 1.25907 35.243
71 5.64 1.22144 36.9345
72 5.72 1.1861 38.624
73 5.8 1.12493 40.2715
74 5.88 1.12875 41.9705
75 5.96 1.06793 43.622
76 6.04 1.05777 45.302
77 6.12 1.05269 47.0185
78 6.2 1.04571 48.7685
79 6.28 1.04341 50.56
80 6.36 1.04089 52.393
81 6.44 1.05812 54.3035
82 6.52 1.02934 56.2085
83 6.6 1.02273 58.148
84 6.68 0.991173 60.0735
85 6.76 1.0151 62.093
86 6.84 1.0158 64.162
87 6.92 1.0301 66.3095
88 7 1.0313 68.5095
89 7.08 0.984528 70.658
90 7.16 1.01664 72.927
91 7.24 1.00569 75.222
92 7.32 1.03656 77.64
93 7.4 1.03335 80.1035
94 7.48 1.06925 82.708
95 7.56 1.06242 85.3515
96 7.64 1.10561 88.161
97 7.72 1.08166 90.9675
98 7.8 1.08111 93.831
99 7.88 1.10921 96.8295
100 7.96 1.13433 99.9585
39600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.0106326 0.0015
24 1.88 0.0129961 0.0035
25 1.96 0.0269032 0.008
26 2.04 0.0551884 0.018
27 2.12 0.130311 0.0435
28 2.2 0.170834 0.0795
29 2.28 0.254049 0.137
30 2.36 0.356709 0.2235
31 2.44 0.497663 0.3525
32 2.52 0.784849 0.5695
33 2.6 1.95707 1.1455
34 2.68 2.42239 1.903
35 2.76 3.84287 3.1775
36 2.84 3.52976 4.417
37 2.92 2.62245 5.3905
38 3 1.88089 6.1275
39 3.08 1.6525 6.81
40 3.16 1.47903 7.453
41 3.24 1.30625 8.05
42 3.32 1.0836 8.57
43 3.4 0.930884 9.0385
44 3.48 0.947375 9.538
45 3.56 0.922494 10.047
46 3.64 0.916197 10.5755
47 3.72 0.831571 11.0765
48 3.8 0.757956 11.553
49 3.88 0.81094 12.0845
50 3.96 0.856137 12.669
51 4.04 0.869712 13.287
52 4.12 0.868742 13.929
53 4.2 0.834661 14.57
54 4.28 0.94607 15.3245
55 4.36 0.874213 16.048
56 4.44 0.953685 16.8665
57 4.52 1.00174 17.7575
58 4.6 0.985651 18.6655
59 4.68 1.00573 19.6245
60 4.76 1.12478 20.734
61 4.84 1.19772 21.9555
62 4.92 1.15624 23.174
63 5 1.15767 24.434
64 5.08 1.20427 25.787
65 5.16 1.24012 27.2245
66 5.24 1.25859 28.729
67 5.32 1.29407 30.3235
68 5.4 1.27767 31.9455
69 5.48 1.28003 33.619
70 5.56 1.21263 35.251
71 5.64 1.20808 36.924
72 5.72 1.16013 38.5765
73 5.8 1.14132 40.248
74 5.88 1.09453 41.8955
75 5.96 1.10479 43.604
76 6.04 1.07981 45.319
77 6.12 0.998718 46.9475
78 6.2 1.06663 48.7325
79 6.28 1.03002 50.501
80 6.36 1.09484 52.429
81 6.44 1.09439 54.405
82 6.52 1.04636 56.3415
83 6.6 0.948905 58.141
84 6.68 1.02154 60.1255
85 6.76 1.02591 62.1665
86 6.84 1.02194 64.248
87 6.92 1.01235 66.3585
88 7 0.973643 68.4355
89 7.08 1.01019 70.64
90 7.16 1.0088 72.8915
91 7.24 1.02695 75.235
92 7.32 1.04728 77.678
93 7.4 1.04447 80.168
94 7.48 1.07151 82.778
95 7.56 1.06443 85.4265
96 7.64 1.05721 88.113
97 7.72 1.10286 90.9745
98 7.8 1.09262 93.8685
99 7.88 1.11068 96.871
100 7.96 1.11675 99.9515
39700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.00388149 0.0005
23 1.8 0.00354419 0.001
24 1.88 0.00649805 0.002
25 1.96 0.0508172 0.0105
26 2.04 0.0745044 0.024
27 2.12 0.181413 0.0595
28 2.2 0.237269 0.1095
29 2.28 0.30265 0.178
30 2.36 0.426814 0.2815
31 2.44 0.648119 0.4495
32 2.52 0.922288 0.7045
33 2.6 1.88741 1.26
34 2.68 2.54231 2.055
35 2.76 3.49009 3.2125
36 2.84 3.3233 4.3795
37 2.92 2.58608 5.3395
38 3 1.97532 6.1135
39 3.08 1.61618 6.781
40 3.16 1.44223 7.408
41 3.24 1.29422 7.9995
42 3.32 1.11278 8.5335
43 3.4 0.951747 9.0125
44 3.48 1.00427 9.542
45 3.56 0.934274 10.0575
46 3.64 0.877191 10.5635
47 3.72 0.866427 11.0855
48 3.8 0.823173 11.603
49 3.88 0.79263 12.1225
50 3.96 0.851011 12.7035
51 4.04 0.861972 13.316
52 4.12 0.867389 13.957
53 4.2 0.88284 14.635
54 4.28 0.889644 15.3445
55 4.36 0.975107 16.1515
56 4.44 0.925139 16.9455
57 4.52 0.966322 17.805
58 4.6 1.04535 18.768
59 4.68 1.05135 19.7705
60 4.76 1.05128 20.8075
61 4.84 1.10948 21.939
62 4.92 1.21128 23.2155
63 5 1.18707 24.5075
64 5.08 1.22074 25.879
65 5.16 1.22459 27.2985
66 5.24 1.28494 28.8345
67 5.32 1.24862 30.373
68 5.4 1.27688 31.994
69 5.48 1.23223 33.605
70 5.56 1.23455 35.2665
71 5.64 1.18208 36.9035
72 5.72 1.15767 38.5525
73 5.8 1.12118 40.1945
74 5.88 1.16329 41.9455
75 5.96 1.11772 43.674
76 6.04 1.04581 45.335
77 6.12 1.0349 47.0225
78 6.2 1.09322 48.852
79 6.28 1.02594 50.6135
80 6.36 1.06304 52.4855
81 6.44 1.06753 54.413
82 6.52 1.01205 56.286
83 6.6 1.02009 58.2205
84 6.68 0.993489 60.1505
85 6.76 1.01158 62.163
86 6.84 1.03986 64.281
87 6.92 1.00012 66.366
88 7 1.00318 68.506
89 7.08 0.994839 70.677
90 7.16 1.01552 72.9435
91 7.24 1.03023 75.2945
92 7.32 1.04385 77.7295
93 7.4 1.03839 80.205
94 7.48 1.07788 82.8305
95 7.56 1.06182 85.4725
96 7.64 1.07374 88.201
97 7.72 1.07453 90.989
98 7.8 1.09923 93.9005
99 7.88 1.09034 96.848
100 7.96 1.13886 99.9895
39800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.0106326 0.0015
24 1.88 0.0162451 0.004
25 1.96 0.023914 0.008
26 2.04 0.0662261 0.02
27 2.12 0.120091 0.0435
28 2.2 0.232524 0.0925
29 2.28 0.331368 0.1675
30 2.36 0.439186 0.274
31 2.44 0.53817 0.4135
32 2.52 0.877078 0.656
33 2.6 2.09637 1.273
34 2.68 2.44958 2.039
35 2.76 3.53381 3.211
36 2.84 3.34466 4.3855
37 2.92 2.56588 5.338
38 3 1.96128 6.1065
39 3.08 1.72998 6.821
40 3.16 1.36057 7.4125
41 3.24 1.25921 7.988
42 3.32 1.11174 8.5215
43 3.4 0.967643 9.0085
44 3.48 0.9616 9.5155
45 3.56 0.927931 10.0275
46 3.64 0.941334 10.5705
47 3.72 0.832401 11.072
48 3.8 0.785792 11.566
49 3.88 0.775084 12.074
50 3.96 0.807069 12.625
51 4.04 0.889415 13.257
52 4.12 0.905278 13.926
53 4.2 0.916695 14.63
54 4.28 0.903437 15.3505
55 4.36 0.911671 16.105
56 4.44 0.935625 16.908
57 4.52 0.975878 17.776
58 4.6 1.03613 18.7305
59 4.68 1.0891 19.769
60 4.76 1.12174 20.8755
61 4.84 1.10457 22.002
62 4.92 1.12351 23.186
63 5 1.20407 24.4965
64 5.08 1.22163 25.869
65 5.16 1.23279 27.298
66 5.24 1.24688 28.7885
67 5.32 1.2405 30.317
68 5.4 1.25483 31.91
69 5.48 1.24676 33.54
70 5.56 1.23826 35.2065
71 5.64 1.20013 36.8685
72 5.72 1.1661 38.5295
73 5.8 1.14234 40.2025
74 5.88 1.10782 41.87
75 5.96 1.09412 43.562
76 6.04 1.07698 45.2725
77 6.12 1.06832 47.0145
78 6.2 1.07469 48.813
79 6.28 1.05302 50.621
80 6.36 1.08263 52.5275
81 6.44 1.02821 54.384
82 6.52 0.995298 56.226
83 6.6 1.02194 58.164
84 6.68 0.996578 60.1
85 6.76 1.02465 62.1385
86 6.84 1.01531 64.2065
87 6.92 1.02411 66.3415
88 7 1.01865 68.5145
89 7.08 1.02737 70.7565
90 7.16 1.0153 73.0225
91 7.24 1.02607 75.364
92 7.32 1.01834 77.7395
93 7.4 1.05621 80.2575
94 7.48 1.05735 82.833
95 7.56 1.06704 85.488
96 7.64 1.07177 88.2115
97 7.72 1.08243 91.02
98 7.8 1.0677 93.848
99 7.88 1.12678 96.894
100 7.96 1.11113 99.959
39900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00708839 0.001
24 1.88 0.00974707 0.0025
25 1.96 0.0328817 0.008
26 2.04 0.071745 0.021
27 2.12 0.125201 0.0455
28 2.2 0.211169 0.09
29 2.28 0.25184 0.147
30 2.36 0.352586 0.2325
31 2.44 0.434008 0.345
32 2.52 0.887928 0.5905
33 2.6 2.10317 1.2095
34 2.68 2.58549 2.018
35 2.76 3.62427 3.22
36 2.84 3.39734 4.413
37 2.92 2.52682 5.351
38 3 1.99318 6.132
39 3.08 1.60528 6.795
40 3.16 1.46293 7.431
41 3.24 1.22858 7.9925
42 3.32 1.0909 8.516
43 3.4 0.947773 8.993
44 3.48 0.986256 9.513
45 3.56 0.948773 10.0365
46 3.64 0.933533 10.575
47 3.72 0.83406 11.0775
48 3.8 0.753184 11.551
49 3.88 0.793393 12.071
50 3.96 0.867123 12.663
51 4.04 0.8866 13.293
52 4.12 0.881598 13.9445
53 4.2 0.876329 14.6175
54 4.28 0.919738 15.351
55 4.36 0.931608 16.122
56 4.44 0.956016 16.9425
57 4.52 0.972505 17.8075
58 4.6 1.02961 18.756
59 4.68 1.03037 19.7385
60 4.76 1.11363 20.837
61 4.84 1.11193 21.971
62 4.92 1.17902 23.2135
63 5 1.19259 24.5115
64 5.08 1.1798 25.837
65 5.16 1.20949 27.239
66 5.24 1.2222 28.7
67 5.32 1.28879 30.288
68 5.4 1.25207 31.8775
69 5.48 1.26818 33.5355
70 5.56 1.28953 35.271
71 5.64 1.19183 36.9215
72 5.72 1.17347 38.593
73 5.8 1.12664 40.243
74 5.88 1.11546 41.922
75 5.96 1.07278 43.581
76 6.04 1.0817 45.299
77 6.12 1.0625 47.0315
78 6.2 1.0741 48.829
79 6.28 1.04458 50.6225
80 6.36 1.03323 52.442
81 6.44 1.05175 54.341
82 6.52 1.04501 56.275
83 6.6 1.02405 58.217
84 6.68 0.98165 60.124
85 6.76 1.00857 62.1305
86 6.84 1.03863 64.246
87 6.92 0.994126 66.3185
88 7 1.01958 68.4935
89 7.08 1.00973 70.697
90 7.16 1.02628 72.9875
91 7.24 1.04645 75.3755
92 7.32 1.01662 77.747
93 7.4 1.04132 80.2295
94 7.48 1.05796 82.8065
95 7.56 1.07005 85.469
96 7.64 1.07472 88.2
97 7.72 1.08744 91.0215
98 7.8 1.07431 93.867
99 7.88 1.14749 96.969
100 7.96 1.10497 100.017
40000 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00708839 0.001
24 1.88 0.0129961 0.003
25 1.96 0.0269032 0.0075
26 2.04 0.0469102 0.016
27 2.12 0.120091 0.0395
28 2.2 0.215915 0.085
29 2.28 0.256258 0.143
30 2.36 0.338152 0.225
31 2.44 0.464871 0.3455
32 2.52 0.77219 0.559
33 2.6 2.04371 1.1605
34 2.68 2.47356 1.934
35 2.76 3.69361 3.159
36 2.84 3.56109 4.4095
37 2.92 2.67767 5.4035
38 3 1.88855 6.1435
39 3.08 1.67671 6.836
40 3.16 1.40658 7.4475
41 3.24 1.29203 8.038
42 3.32 1.12528 8.578
43 3.4 0.960689 9.0615
44 3.48 0.948323 9.5615
45 3.56 0.891684 10.0535
46 3.64 0.935266 10.593
47 3.72 0.860618 11.1115
48 3.8 0.740458 11.577
49 3.88 0.810177 12.108
50 3.96 0.84149 12.6825
51 4.04 0.861972 13.295
52 4.12 0.862653 13.9325
53 4.2 0.868517 14.5995
54 4.28 0.900302 15.3175
55 4.36 0.920733 16.0795
56 4.44 0.971745 16.9135
57 4.52 0.950582 17.759
58 4.6 1.05133 18.7275
59 4.68 1.01674 19.697
60 4.76 1.08828 20.7705
61 4.84 1.11732 21.91
62 4.92 1.19989 23.1745
63 5 1.20453 24.4855
64 5.08 1.18202 25.8135
65 5.16 1.23667 27.247
66 5.24 1.29373 28.7935
67 5.32 1.26201 30.3485
68 5.4 1.29894 31.9975
69 5.48 1.26932 33.657
70 5.56 1.20854 35.2835
71 5.64 1.22505 36.98
72 5.72 1.12959 38.589
73 5.8 1.19321 40.3365
74 5.88 1.10715 42.003
75 5.96 1.07666 43.668
76 6.04 1.054 45.342
77 6.12 1.02938 47.0205
78 6.2 1.07768 48.824
79 6.28 1.05885 50.642
80 6.36 1.06049 52.5095
81 6.44 1.0667 54.4355
82 6.52 1.01367 56.3115
83 6.6 0.995836 58.2
84 6.68 1.02077 60.183
85 6.76 1.01108 62.1945
86 6.84 1.01359 64.259
87 6.92 1.01211 66.369
88 7 1.00224 68.507
89 7.08 1.01798 70.7285
90 7.16 1.0274 73.0215
91 7.24 1.00679 75.319
92 7.32 1.05006 77.7685
93 7.4 1.03671 80.24
94 7.48 1.0826 82.877
95 7.56 1.0586 85.511
96 7.64 1.06606 88.22
97 7.72 1.09631 91.0645
98 7.8 1.0879 93.946
99 7.88 1.12789 96.995
100 7.96 1.12962 100.111
40100 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0.00853867 0.001
22 1.72 0 0.001
23 1.8 0.0141768 0.003
24 1.88 0.00974707 0.0045
25 1.96 0.0269032 0.009
26 2.04 0.052429 0.0185
27 2.12 0.0945393 0.037
28 2.2 0.199306 0.079
29 2.28 0.267304 0.1395
30 2.36 0.331967 0.22
31 2.44 0.422435 0.3295
32 2.52 0.748681 0.5365
33 2.6 1.98595 1.121
34 2.68 2.49275 1.9005
35 2.76 3.85493 3.179
36 2.84 3.62516 4.452
37 2.92 2.64535 5.434
38 3 1.87451 6.1685
39 3.08 1.59076 6.8255
40 3.16 1.42498 7.445
41 3.24 1.28875 8.034
42 3.32 1.13466 8.5785
43 3.4 0.92095 9.042
44 3.48 0.95591 9.546
45 3.56 0.91162 10.049
46 3.64 0.950868 10.5975
47 3.72 0.823272 11.0935
48 3.8 0.711031 11.5405
49 3.88 0.803311 12.067
50 3.96 0.867855 12.6595
51 4.04 0.833826 13.252
52 4.12 0.861976 13.889
53 4.2 0.899117 14.5795
54 4.28 0.924126 15.3165
55 4.36 0.890526 16.0535
56 4.44 0.983979 16.898
57 4.52 0.998364 17.786
58 4.6 1.00248 18.7095
59 4.68 1.04505 19.706
60 4.76 1.09893 20.79
61 4.84 1.11438 21.9265
62 4.92 1.14818 23.1365
63 5 1.21188 24.4555
64 5.08 1.19181 25.7945
65 5.16 1.22977 27.22
66 5.24 1.25232 28.717
67 5.32 1.26242 30.2725
68 5.4 1.3013 31.9245
69 5.48 1.28692 33.607
70 5.56 1.23232 35.2655
71 5.64 1.21241 36.9445
72 5.72 1.19418 38.6455
