# Time-averaged data for fix 4
# TimeStep Number-of-rows
# Row c_rdf[1] c_rdf[2] c_rdf[3]
35100 100
56 4.44 1.01952 17.15
57 4.52 1.0647 18.097
58 4.6 1.0573 19.071
59 4.68 1.06655 20.088
60 4.76 1.13492 21.2075
61 4.84 1.16193 22.3925
62 4.92 1.1496 23.604
63 5 1.18569 24.8945
64 5.08 1.23053 26.277
65 5.16 1.23451 27.708
66 5.24 1.26361 29.2185
67 5.32 1.31963 30.8445
68 5.4 1.3592 32.57
69 5.48 1.34122 34.3235
70 5.56 1.31888 36.0985
71 5.64 1.2857 37.879
72 5.72 1.23104 39.6325
73 5.8 1.19526 41.383
74 5.88 1.15366 43.1195
75 5.96 1.09929 44.8195
76 6.04 1.07509 46.527
77 6.12 1.0763 48.282
78 6.2 1.05916 50.0545
79 6.28 1.09234 51.93
80 6.36 1.07014 53.8145
81 6.44 1.13759 55.8685
82 6.52 1.03988 57.793
83 6.6 0.987663 59.666
84 6.68 1.01717 61.642
85 6.76 1.00857 63.6485
86 6.84 1.04403 65.775
87 6.92 1.03994 67.943
88 7 1.04419 70.1705
89 7.08 1.07778 72.5225
90 7.16 1.03389 74.83
91 7.24 1.03527 77.1925
92 7.32 1.04149 79.622
93 7.4 1.07383 82.182
94 7.48 1.06371 84.773
95 7.56 1.07126 87.4385
96 7.64 1.10522 90.247
97 7.72 1.1229 93.1605
98 7.8 1.13 96.1535
99 7.88 1.1658 99.305
100 7.96 1.19868 102.612
81100 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0.00853867 0.001
22 1.72 0 0.001
23 1.8 0.0141768 0.003
24 1.88 0.00649805 0.004
25 1.96 0.0209247 0.0075
26 2.04 0.0248348 0.012
27 2.12 0.0817637 0.028
28 2.2 0.139989 0.0575
29 2.28 0.156848 0.093
30 2.36 0.239181 0.151
31 2.44 0.379998 0.2495
32 2.52 0.45391 0.375
33 2.6 1.71073 0.8785
34 2.68 2.30887 1.6005
35 2.76 4.75496 3.1775
36 2.84 4.3912 4.7195
37 2.92 2.87567 5.787
38 3 1.85154 6.5125
39 3.08 1.60044 7.1735
40 3.16 1.42268 7.792
41 3.24 1.315 8.393
42 3.32 1.01379 8.8795
43 3.4 0.871276 9.318
44 3.48 0.862974 9.773
45 3.56 0.860874 10.248
46 3.64 0.86939 10.7495
47 3.72 0.817462 11.242
48 3.8 0.703077 11.684
49 3.88 0.76593 12.186
50 3.96 0.881038 12.7875
51 4.04 0.869009 13.405
52 4.12 0.907308 14.0755
53 4.2 0.895861 14.7635
54 4.28 0.882121 15.467
55 4.36 0.966045 16.2665
56 4.44 0.995631 17.121
57 4.52 1.07088 18.0735
58 4.6 1.10831 19.0945
59 4.68 1.04348 20.0895
60 4.76 1.11566 21.19
61 4.84 1.13889 22.3515
62 4.92 1.16099 23.575
63 5 1.19075 24.871
64 5.08 1.21095 26.2315
65 5.16 1.24055 27.6695
66 5.24 1.24019 29.152
67 5.32 1.33952 30.8025
68 5.4 1.34384 32.5085
69 5.48 1.36455 34.2925
70 5.56 1.32557 36.0765
71 5.64 1.30159 37.879
72 5.72 1.2191 39.6155
73 5.8 1.2038 41.3785
74 5.88 1.15499 43.117
75 5.96 1.0925 44.8065
76 6.04 1.07918 46.5205
77 6.12 1.04655 48.227
78 6.2 1.03914 49.966
79 6.28 1.07428 51.8105
80 6.36 1.09058 53.731
81 6.44 1.16086 55.827
82 6.52 1.03123 57.7355
83 6.6 1.00744 59.646
84 6.68 1.01099 61.61
85 6.76 1.044 63.687
86 6.84 1.0104 65.745
87 6.92 1.02483 67.8815
88 7 1.06716 70.158
89 7.08 1.04593 72.4405
90 7.16 1.04285 74.768
91 7.24 1.0528 77.1705
92 7.32 1.04706 79.613
93 7.4 1.04007 82.0925
94 7.48 1.08034 84.724
95 7.56 1.06362 87.3705
96 7.64 1.12057 90.218
97 7.72 1.10729 93.091
98 7.8 1.14604 96.1265
99 7.88 1.17746 99.3095
100 7.96 1.17493 102.55
81200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00708839 0.001
24 1.88 0.0129961 0.003
25 1.96 0.0179355 0.006
26 2.04 0.0469102 0.0145
27 2.12 0.0715433 0.0285
28 2.2 0.144734 0.059
29 2.28 0.161266 0.0955
30 2.36 0.230933 0.1515
31 2.44 0.331775 0.2375
32 2.52 0.569649 0.395
33 2.6 1.69544 0.894
34 2.68 2.22253 1.589
35 2.76 4.65998 3.1345
36 2.84 4.47093 4.7045
37 2.92 2.8824 5.7745
38 3 1.8962 6.5175
39 3.08 1.56896 7.1655
40 3.16 1.38817 7.769
41 3.24 1.32266 8.3735
42 3.32 1.06172 8.883
43 3.4 0.843459 9.3075
44 3.48 0.849698 9.7555
45 3.56 0.865405 10.233
46 3.64 0.899728 10.752
47 3.72 0.791735 11.229
48 3.8 0.75557 11.704
49 3.88 0.769744 12.2085
50 3.96 0.883235 12.8115
51 4.04 0.854232 13.4185
52 4.12 0.866713 14.059
53 4.2 0.880887 14.7355
54 4.28 0.916603 15.4665
55 4.36 0.958191 16.2595
56 4.44 1.01136 17.1275
57 4.52 1.04165 18.054
58 4.6 1.09475 19.0625
59 4.68 1.07861 20.091
60 4.76 1.11566 21.1915
61 4.84 1.14134 22.3555
62 4.92 1.19088 23.6105
63 5 1.17972 24.8945
64 5.08 1.19359 26.2355
65 5.16 1.21036 27.6385
66 5.24 1.25901 29.1435
67 5.32 1.31963 30.7695
68 5.4 1.33163 32.46
69 5.48 1.33855 34.21
70 5.56 1.3382 36.011
71 5.64 1.26332 37.7605
72 5.72 1.28229 39.587
73 5.8 1.18673 41.325
74 5.88 1.16163 43.0735
75 5.96 1.09541 44.7675
76 6.04 1.06439 46.458
77 6.12 1.08059 48.22
78 6.2 1.06932 50.0095
79 6.28 1.08593 51.874
80 6.36 1.09598 53.804
81 6.44 1.14286 55.8675
82 6.52 1.03015 57.774
83 6.6 0.96947 59.6125
84 6.68 1.03441 61.622
85 6.76 1.0156 63.6425
86 6.84 1.06048 65.8025
87 6.92 1.02674 67.943
88 7 1.0456 70.1735
89 7.08 1.04364 72.451
90 7.16 1.02717 74.7435
91 7.24 1.05192 77.144
92 7.32 1.03913 79.568
93 7.4 1.03692 82.04
94 7.48 1.0633 84.63
95 7.56 1.11507 87.4045
96 7.64 1.08731 90.1675
97 7.72 1.10633 93.038
98 7.8 1.16549 96.125
99 7.88 1.15175 99.2385
100 7.96 1.18382 102.504
81300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0.00649805 0.0015
25 1.96 0.023914 0.0055
26 2.04 0.0248348 0.01
27 2.12 0.0689882 0.0235
28 2.2 0.106771 0.046
29 2.28 0.165684 0.0835
30 2.36 0.222686 0.1375
31 2.44 0.300912 0.2155
32 2.52 0.493695 0.352
33 2.6 1.73961 0.864
34 2.68 2.20654 1.554
35 2.76 4.75798 3.132
36 2.84 4.56918 4.7365
37 2.92 2.8851 5.8075
38 3 1.84006 6.5285
39 3.08 1.59197 7.186
40 3.16 1.35712 7.776
41 3.24 1.35548 8.3955
42 3.32 0.992955 8.872
43 3.4 0.801733 9.2755
44 3.48 0.832628 9.7145
45 3.56 0.875373 10.1975
46 3.64 0.936133 10.7375
47 3.72 0.811653 11.2265
48 3.8 0.711031 11.6735
49 3.88 0.78729 12.1895
50 3.96 0.878841 12.7895
51 4.04 0.866194 13.405
52 4.12 0.884981 14.059
53 4.2 0.876329 14.732
54 4.28 0.917857 15.464
55 4.36 0.959399 16.258
56 4.44 0.981067 17.1
57 4.52 1.05964 18.0425
58 4.6 1.08498 19.042
59 4.68 1.0891 20.0805
60 4.76 1.12833 21.1935
61 4.84 1.11487 22.3305
62 4.92 1.18661 23.581
63 5 1.154 24.837
64 5.08 1.18914 26.173
65 5.16 1.20734 27.5725
66 5.24 1.27992 29.1025
67 5.32 1.31923 30.728
68 5.4 1.32415 32.409
69 5.48 1.38367 34.218
70 5.56 1.34266 36.025
71 5.64 1.3052 37.8325
72 5.72 1.22788 39.5815
73 5.8 1.18126 41.3115
74 5.88 1.15499 43.05
75 5.96 1.12096 44.7835
76 6.04 1.07981 46.4985
77 6.12 1.09194 48.279
78 6.2 1.05139 50.0385
79 6.28 1.08447 51.9005
80 6.36 1.05537 53.759
81 6.44 1.15255 55.84
82 6.52 1.01043 57.71
83 6.6 0.987926 59.5835
84 6.68 1.03879 61.6015
85 6.76 1.03973 63.67
86 6.84 1.02022 65.748
87 6.92 1.00564 67.8445
88 7 1.07443 70.1365
89 7.08 1.03173 72.388
90 7.16 1.0265 74.679
91 7.24 1.05981 77.0975
92 7.32 1.03956 79.5225
93 7.4 1.05852 82.046
94 7.48 1.07705 84.6695
95 7.56 1.06563 87.321
96 7.64 1.11269 90.1485
97 7.72 1.11211 93.034
98 7.8 1.16058 96.108
99 7.88 1.1621 99.2495
100 7.96 1.20249 102.566
81400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00708839 0.001
24 1.88 0.00974707 0.0025
25 1.96 0.023914 0.0065
26 2.04 0.0275942 0.0115
27 2.12 0.0715433 0.0255
28 2.2 0.128125 0.0525
29 2.28 0.183357 0.094
30 2.36 0.195881 0.1415
31 2.44 0.289339 0.2165
32 2.52 0.490079 0.352
33 2.6 1.72942 0.861
34 2.68 2.16656 1.5385
35 2.76 4.81074 3.134
36 2.84 4.49799 4.7135
37 2.92 2.86759 5.778
38 3 1.89237 6.5195
39 3.08 1.55928 7.1635
40 3.16 1.42268 7.782
41 3.24 1.32047 8.3855
42 3.32 1.02213 8.876
43 3.4 0.808687 9.283
44 3.48 0.852543 9.7325
45 3.56 0.889871 10.2235
46 3.64 0.937867 10.7645
47 3.72 0.802524 11.248
48 3.8 0.730119 11.707
49 3.88 0.730074 12.1855
50 3.96 0.867123 12.7775
51 4.04 0.869009 13.395
52 4.12 0.893776 14.0555
53 4.2 0.910836 14.755
54 4.28 0.908453 15.4795
55 4.36 0.970274 16.2825
56 4.44 0.95485 17.102
57 4.52 1.06526 18.0495
58 4.6 1.08823 19.052
59 4.68 1.0503 20.0535
60 4.76 1.17445 21.212
61 4.84 1.12124 22.3555
62 4.92 1.16811 23.5865
63 5 1.17651 24.867
64 5.08 1.2016 26.217
65 5.16 1.22847 27.641
66 5.24 1.25399 29.14
67 5.32 1.29934 30.741
68 5.4 1.32572 32.424
69 5.48 1.36417 34.2075
70 5.56 1.32705 35.9935
71 5.64 1.29328 37.7845
72 5.72 1.24508 39.558
73 5.8 1.19765 41.312
74 5.88 1.15798 43.055
75 5.96 1.11093 44.773
76 6.04 1.07509 46.4805
77 6.12 1.0628 48.2135
78 6.2 1.08754 50.0335
79 6.28 1.06467 51.8615
80 6.36 1.10847 53.8135
81 6.44 1.13593 55.8645
82 6.52 1.03771 57.785
83 6.6 0.988717 59.66
84 6.68 1.03956 61.6795
85 6.76 1.02742 63.7235
86 6.84 1.00328 65.767
87 6.92 1.0337 67.922
88 7 1.05333 70.169
89 7.08 1.04341 72.446
90 7.16 1.02762 74.7395
91 7.24 1.05543 77.148
92 7.32 1.02584 79.541
93 7.4 1.04636 82.0355
94 7.48 1.06823 84.6375
95 7.56 1.0801 87.325
96 7.64 1.10797 90.1405
97 7.72 1.10324 93.003
98 7.8 1.13547 96.0105
99 7.88 1.17986 99.2
100 7.96 1.18146 102.459
81500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.00388149 0.0005
23 1.8 0.00354419 0.001
24 1.88 0.00974707 0.0025
25 1.96 0.0149462 0.005
26 2.04 0.0386319 0.012
27 2.12 0.0894291 0.0295
28 2.2 0.109144 0.0525
29 2.28 0.187775 0.095
30 2.36 0.257738 0.1575
31 2.44 0.266192 0.2265
32 2.52 0.473803 0.3575
33 2.6 1.68016 0.852
34 2.68 2.14898 1.524
35 2.76 4.75798 3.102
36 2.84 4.46382 4.6695
37 2.92 2.89049 5.7425
38 3 1.87068 6.4755
39 3.08 1.62465 7.1465
40 3.16 1.43073 7.7685
41 3.24 1.32813 8.3755
42 3.32 1.0513 8.88
43 3.4 0.823589 9.2945
44 3.48 0.838318 9.7365
45 3.56 0.87356 10.2185
46 3.64 0.937867 10.7595
47 3.72 0.815802 11.251
48 3.8 0.730119 11.71
49 3.88 0.764404 12.211
50 3.96 0.897882 12.824
51 4.04 0.846492 13.4255
52 4.12 0.869419 14.068
53 4.2 0.901721 14.7605
54 4.28 0.899048 15.4775
55 4.36 0.921942 16.2405
56 4.44 1.00379 17.102
57 4.52 1.03603 18.0235
58 4.6 1.0904 19.028
59 4.68 1.09539 20.0725
60 4.76 1.12123 21.1785
61 4.84 1.1536 22.355
62 4.92 1.16289 23.5805
63 5 1.17053 24.8545
64 5.08 1.17713 26.177
65 5.16 1.24918 27.625
66 5.24 1.26361 29.1355
67 5.32 1.31273 30.753
68 5.4 1.32927 32.4405
69 5.48 1.35843 34.2165
70 5.56 1.32371 35.998
71 5.64 1.27523 37.764
72 5.72 1.23841 39.528
73 5.8 1.19731 41.2815
74 5.88 1.16994 43.0425
75 5.96 1.11578 44.768
76 6.04 1.06092 46.453
77 6.12 1.07323 48.203
78 6.2 1.06812 49.9905
79 6.28 1.04953 51.7925
80 6.36 1.11188 53.7505
81 6.44 1.1351 55.8
82 6.52 1.04069 57.726
83 6.6 1.02484 59.6695
84 6.68 1.02489 61.6605
85 6.76 1.00706 63.664
86 6.84 1.02684 65.7555
87 6.92 1.01547 67.8725
88 7 1.05427 70.1215
89 7.08 1.04204 72.3955
90 7.16 1.04577 74.7295
91 7.24 1.04206 77.1075
92 7.32 1.02884 79.5075
93 7.4 1.06062 82.036
94 7.48 1.06207 84.623
95 7.56 1.07166 87.2895
96 7.64 1.11565 90.1245
97 7.72 1.12791 93.051
98 7.8 1.12849 96.04
99 7.88 1.15656 99.1665
100 7.96 1.1704 102.395
81600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.00388149 0.0005
23 1.8 0.00708839 0.0015
24 1.88 0.00649805 0.0025
25 1.96 0.011957 0.0045
26 2.04 0.0386319 0.0115
27 2.12 0.086874 0.0285
28 2.2 0.0925349 0.048
29 2.28 0.145802 0.081
30 2.36 0.239181 0.139
31 2.44 0.279694 0.2115
32 2.52 0.585924 0.3735
33 2.6 1.65637 0.861
34 2.68 2.24012 1.5615
35 2.76 4.67506 3.112
36 2.84 4.45385 4.676
37 2.92 2.8622 5.7385
38 3 1.90386 6.4845
39 3.08 1.61739 7.1525
40 3.16 1.49858 7.804
41 3.24 1.2428 8.372
42 3.32 1.04401 8.873
43 3.4 0.885185 9.3185
44 3.48 0.868664 9.7765
45 3.56 0.869935 10.2565
46 3.64 0.887593 10.7685
47 3.72 0.814143 11.259
48 3.8 0.712621 11.707
49 3.88 0.769744 12.2115
50 3.96 0.872982 12.8075
51 4.04 0.859861 13.4185
52 4.12 0.874155 14.0645
53 4.2 0.853542 14.72
54 4.28 0.904064 15.441
55 4.36 0.919525 16.202
56 4.44 1.00262 17.0625
57 4.52 1.0557 18.0015
58 4.6 1.06001 18.978
59 4.68 1.10745 20.034
60 4.76 1.13999 21.1585
61 4.84 1.15654 22.338
62 4.92 1.16763 23.5685
63 5 1.17191 24.844
64 5.08 1.20828 26.2015
65 5.16 1.2673 27.6705
66 5.24 1.24479 29.1585
67 5.32 1.31273 30.776
68 5.4 1.33754 32.474
69 5.48 1.33472 34.219
70 5.56 1.34117 36.024
71 5.64 1.2839 37.802
72 5.72 1.22507 39.547
73 5.8 1.18741 41.286
74 5.88 1.14436 43.0085
75 5.96 1.13454 44.763
76 6.04 1.07698 46.4735
77 6.12 1.03091 48.1545
78 6.2 1.08844 49.976
79 6.28 1.07399 51.82
80 6.36 1.11443 53.7825
81 6.44 1.11738 55.8
82 6.52 1.01475 57.678
83 6.6 0.992672 59.5605
84 6.68 1.05063 61.6015
85 6.76 1.01259 63.616
86 6.84 1.03396 65.722
87 6.92 1.03922 67.8885
88 7 1.03482 70.096
89 7.08 1.03562 72.356
90 7.16 1.04084 74.679
91 7.24 1.04163 77.056
92 7.32 1.03377 79.4675
93 7.4 1.04887 81.968
94 7.48 1.06843 84.5705
95 7.56 1.09136 87.286
96 7.64 1.10994 90.1065
97 7.72 1.11847 93.0085
98 7.8 1.13736 96.021
99 7.88 1.17764 99.2045
100 7.96 1.17493 102.445
81700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0 0.0005
25 1.96 0.0209247 0.004
26 2.04 0.0469102 0.0125
27 2.12 0.125201 0.037
28 2.2 0.147107 0.068
29 2.28 0.20103 0.1135
30 2.36 0.272171 0.1795
31 2.44 0.360709 0.273
32 2.52 0.656452 0.4545
33 2.6 1.73282 0.9645
34 2.68 2.22892 1.6615
35 2.76 4.43535 3.1325
36 2.84 4.3855 4.6725
37 2.92 2.9053 5.751
38 3 1.82474 6.466
39 3.08 1.6186 7.1345
40 3.16 1.45028 7.765
41 3.24 1.2975 8.358
42 3.32 1.0586 8.866
43 3.4 0.856374 9.297
44 3.48 0.847801 9.744
45 3.56 0.888965 10.2345
46 3.64 0.953469 10.7845
47 3.72 0.83489 11.2875
48 3.8 0.736481 11.7505
49 3.88 0.77661 12.2595
50 3.96 0.858334 12.8455
51 4.04 0.887304 13.476
52 4.12 0.869419 14.1185
53 4.2 0.837266 14.7615
54 4.28 0.874597 15.459
55 4.36 0.935837 16.2335
56 4.44 0.969415 17.0655
57 4.52 1.04727 17.997
58 4.6 1.08552 18.997
59 4.68 1.1279 20.0725
60 4.76 1.11464 21.172
61 4.84 1.17811 22.3735
62 4.92 1.17285 23.6095
63 5 1.19534 24.9105
64 5.08 1.19982 26.2585
65 5.16 1.22847 27.6825
66 5.24 1.27114 29.202
67 5.32 1.31273 30.8195
68 5.4 1.32375 32.5
69 5.48 1.33549 34.246
70 5.56 1.34043 36.05
71 5.64 1.25718 37.791
72 5.72 1.23665 39.5525
73 5.8 1.1956 41.3035
74 5.88 1.15299 43.039
75 5.96 1.13809 44.799
76 6.04 1.0477 46.463
77 6.12 1.02724 48.138
78 6.2 1.09949 49.978
79 6.28 1.0804 51.833
80 6.36 1.09882 53.768
81 6.44 1.12513 55.7995
82 6.52 1.03123 57.708
83 6.6 0.977907 59.5625
84 6.68 1.04625 61.595
85 6.76 1.043 63.67
86 6.84 1.02194 65.7515
87 6.92 1.02555 67.8895
88 7 1.04677 70.1225
89 7.08 1.02577 72.361
90 7.16 1.04218 74.687
91 7.24 1.03352 77.0455
92 7.32 1.03313 79.4555
93 7.4 1.05202 81.9635
94 7.48 1.07541 84.583
95 7.56 1.10381 87.3295
96 7.64 1.10837 90.146
97 7.72 1.12271 93.059
98 7.8 1.14227 96.0845
99 7.88 1.16747 99.2405
100 7.96 1.16623 102.458
81800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0.00324902 0.001
25 1.96 0.0179355 0.004
26 2.04 0.0331131 0.01
27 2.12 0.086874 0.027
28 2.2 0.147107 0.058
29 2.28 0.134756 0.0885
30 2.36 0.251552 0.1495
31 2.44 0.343349 0.2385
32 2.52 0.654644 0.4195
33 2.6 1.77699 0.9425
34 2.68 2.37283 1.6845
35 2.76 4.39917 3.1435
36 2.84 4.28156 4.647
37 2.92 2.84604 5.7035
38 3 1.92555 6.458
39 3.08 1.62465 7.129
40 3.16 1.39853 7.737
41 3.24 1.25702 8.3115
42 3.32 1.08673 8.833
43 3.4 0.919956 9.296
44 3.48 0.834525 9.736
45 3.56 0.895309 10.23
46 3.64 0.976872 10.7935
47 3.72 0.847339 11.304
48 3.8 0.643427 11.7085
49 3.88 0.762878 12.2085
50 3.96 0.894953 12.8195
51 4.04 0.844381 13.4195
52 4.12 0.868742 14.0615
53 4.2 0.876329 14.7345
54 4.28 0.89654 15.4495
55 4.36 0.914088 16.206
56 4.44 1.00903 17.072
57 4.52 1.04446 18.001
58 4.6 1.06978 18.9865
59 4.68 1.10745 20.0425
60 4.76 1.11211 21.1395
61 4.84 1.14968 22.312
62 4.92 1.14818 23.522
63 5 1.21372 24.843
64 5.08 1.24032 26.2365
65 5.16 1.21079 27.64
66 5.24 1.24563 29.129
67 5.32 1.31963 30.755
68 5.4 1.3403 32.4565
69 5.48 1.33204 34.198
70 5.56 1.3304 35.9885
71 5.64 1.29545 37.7825
72 5.72 1.20646 39.501
73 5.8 1.14508 41.178
74 5.88 1.17791 42.951
75 5.96 1.13551 44.707
76 6.04 1.08516 46.4305
77 6.12 1.06434 48.166
78 6.2 1.0741 49.9635
79 6.28 1.08797 51.8315
80 6.36 1.07553 53.7255
81 6.44 1.11018 55.73
82 6.52 1.04852 57.6705
83 6.6 0.986608 59.5415
84 6.68 1.03467 61.5515
85 6.76 1.0337 63.608
86 6.84 1.0023 65.6495
87 6.92 1.04569 67.8295
88 7 1.02474 70.0155
89 7.08 1.07136 72.3535
90 7.16 1.02605 74.6435
91 7.24 1.0436 77.025
92 7.32 1.03999 79.451
93 7.4 1.08663 82.0415
94 7.48 1.05838 84.6195
95 7.56 1.09115 87.3345
96 7.64 1.11604 90.1705
97 7.72 1.11057 93.052
98 7.8 1.14095 96.074
99 7.88 1.15378 99.193
100 7.96 1.18055 102.45
81900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0.0052421 0.0005
20 1.56 0 0.0005
21 1.64 0.00426934 0.001
22 1.72 0 0.001
23 1.8 0.00354419 0.0015
24 1.88 0.00649805 0.0025
25 1.96 0.011957 0.0045
26 2.04 0.0441507 0.0125
27 2.12 0.125201 0.037
28 2.2 0.161343 0.071
29 2.28 0.234167 0.124
30 2.36 0.313409 0.2
31 2.44 0.43015 0.3115
32 2.52 0.708896 0.5075
33 2.6 1.80417 1.0385
34 2.68 2.39201 1.7865
35 2.76 4.15042 3.163
36 2.84 4.03666 4.5805
37 2.92 2.89318 5.6545
38 3 1.96894 6.426
39 3.08 1.55323 7.0675
40 3.16 1.46178 7.703
41 3.24 1.25374 8.276
42 3.32 1.07631 8.7925
43 3.4 0.909028 9.25
44 3.48 0.928409 9.7395
45 3.56 0.869935 10.2195
46 3.64 0.951735 10.7685
47 3.72 0.848169 11.2795
48 3.8 0.738072 11.7435
49 3.88 0.755249 12.2385
50 3.96 0.856137 12.823
51 4.04 0.846492 13.4245
52 4.12 0.865359 14.064
53 4.2 0.903674 14.758
54 4.28 0.923499 15.4945
55 4.36 0.934629 16.268
56 4.44 0.955433 17.088
57 4.52 1.05289 18.0245
58 4.6 1.05404 18.9955
59 4.68 1.08333 20.0285
60 4.76 1.16634 21.179
61 4.84 1.17615 22.3785
62 4.92 1.1534 23.594
63 5 1.18294 24.8815
64 5.08 1.24477 26.28
65 5.16 1.20993 27.6825
66 5.24 1.27909 29.2115
67 5.32 1.31152 30.8275
68 5.4 1.30288 32.4815
69 5.48 1.34581 34.241
70 5.56 1.32074 36.0185
71 5.64 1.28895 37.8035
72 5.72 1.23455 39.562
73 5.8 1.14747 41.2425
74 5.88 1.15997 42.9885
75 5.96 1.12516 44.7285
76 6.04 1.10122 46.4775
77 6.12 1.08519 48.247
78 6.2 1.04034 49.988
79 6.28 1.07457 51.833
80 6.36 1.0903 53.753
81 6.44 1.12126 55.7775
82 6.52 1.02934 57.6825
83 6.6 1.01719 59.6115
84 6.68 1.02386 61.6005
85 6.76 1.02943 63.6485
86 6.84 1.02807 65.7425
87 6.92 1.04401 67.919
88 7 1.02755 70.111
89 7.08 1.04937 72.401
90 7.16 1.03031 74.7005
91 7.24 1.03483 77.062
92 7.32 1.04899 79.509
93 7.4 1.07467 82.071
94 7.48 1.0553 84.6415
95 7.56 1.13134 87.4565
96 7.64 1.10541 90.2655
97 7.72 1.11635 93.162
98 7.8 1.1283 96.1505
99 7.88 1.13547 99.22
100 7.96 1.20665 102.549
82000 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0.0129961 0.002
25 1.96 0.00896774 0.0035
26 2.04 0.0689855 0.016
27 2.12 0.120091 0.0395
28 2.2 0.130498 0.067
