# Time-averaged data for fix 5
# TimeStep c_msd[4]
74740 164.714
74750 164.72
74760 164.725
74770 164.738
74780 164.737
74790 164.731
74800 164.725
74810 164.734
74820 164.748
74830 164.761
74840 164.772
74850 164.773
74860 164.766
74870 164.761
74880 164.793
74890 164.815
74900 164.816
74910 164.811
74920 164.806
74930 164.797
74940 164.796
74950 164.81
74960 164.828
74970 164.839
74980 164.84
74990 164.818
75000 164.794
75010 164.785
75020 164.778
75030 164.78
75040 164.775
75050 164.758
75060 164.744
75070 164.773
75080 164.795
75090 164.801
75100 164.821
75110 164.85
75120 164.856
75130 164.865
75140 164.858
75150 164.839
75160 164.808
75170 164.791
75180 164.802
75190 164.83
75200 164.857
75210 164.876
75220 164.891
75230 164.908
75240 164.937
75250 164.961
75260 164.979
75270 164.975
75280 164.971
75290 164.958
75300 164.948
75310 164.98
75320 165.002
75330 165.019
75340 165.037
75350 165.05
75360 165.075
75370 165.088
75380 165.086
75390 165.092
75400 165.105
75410 165.132
75420 165.147
75430 165.167
75440 165.19
75450 165.214
75460 165.209
75470 165.197
75480 165.197
75490 165.174
75500 165.161
75510 165.127
75520 165.092
75530 165.091
75540 165.095
75550 165.101
75560 165.11
75570 165.122
75580 165.149
75590 165.171
75600 165.186
75610 165.197
75620 165.21
75630 165.223
75640 165.242
75650 165.24
75660 165.215
75670 165.213
75680 165.236
75690 165.249
75700 165.259
75710 165.26
75720 165.254
75730 165.24
75740 165.23
75750 165.222
75760 165.224
75770 165.249
75780 165.273
75790 165.294
75800 165.307
75810 165.308
75820 165.312
75830 165.318
75840 165.321
75850 165.322
75860 165.345
75870 165.367
75880 165.371
75890 165.353
75900 165.336
75910 165.338
75920 165.347
75930 165.359
75940 165.366
75950 165.372
75960 165.36
75970 165.353
75980 165.343
75990 165.338
76000 165.333
76010 165.32
76020 165.317
76030 165.304
76040 165.303
76050 165.313
76060 165.323
76070 165.338
76080 165.358
76090 165.39
76100 165.431
76110 165.464
76120 165.479
76130 165.496
76140 165.508
76150 165.529
76160 165.57
76170 165.587
76180 165.59
76190 165.611
76200 165.61
76210 165.601
76220 165.588
76230 165.581
76240 165.573
76250 165.561
76260 165.549
76270 165.539
76280 165.541
76290 165.554
76300 165.555
76310 165.564
76320 165.588
76330 165.611
76340 165.635
76350 165.639
76360 165.646
76370 165.654
76380 165.655
76390 165.647
76400 165.638
76410 165.619
76420 165.613
76430 165.603
76440 165.61
76450 165.61
76460 165.612
76470 165.608
76480 165.624
76490 165.639
76500 165.64
76510 165.639
76520 165.642
76530 165.632
76540 165.647
76550 165.668
76560 165.672
76570 165.664
76580 165.67
76590 165.679
76600 165.702
76610 165.728
76620 165.748
76630 165.755
76640 165.758
76650 165.752
76660 165.744
76670 165.731
76680 165.727
76690 165.729
76700 165.752
76710 165.774
76720 165.795
76730 165.802
76740 165.813
76750 165.821
76760 165.821
76770 165.824
76780 165.819
76790 165.808
76800 165.804
76810 165.808
76820 165.813
76830 165.796
76840 165.785
76850 165.759
76860 165.731
76870 165.72
76880 165.698
76890 165.683
76900 165.684
76910 165.69
76920 165.688
76930 165.701
76940 165.715
76950 165.736
76960 165.759
76970 165.764
76980 165.763
76990 165.769
77000 165.768
77010 165.775
77020 165.771
77030 165.768
77040 165.757
77050 165.74
77060 165.727
77070 165.716
77080 165.712
77090 165.719
77100 165.734
77110 165.752
77120 165.767
77130 165.761
77140 165.753
77150 165.745
77160 165.746
77170 165.749
77180 165.75
77190 165.75
77200 165.747
77210 165.749
77220 165.79
77230 165.835
77240 165.868
77250 165.882
77260 165.894
77270 165.908
77280 165.924
77290 165.93
77300 165.945
77310 165.974
77320 166
77330 166.022
77340 166.02
77350 166.003
77360 165.992
77370 166.01
77380 166.034
77390 166.055
77400 166.067
77410 166.075
77420 166.079
77430 166.074
77440 166.074
77450 166.068
77460 166.058
77470 166.037
77480 166.025
77490 166.024
77500 166.039
77510 166.049
77520 166.058
77530 166.061
77540 166.069
77550 166.084
77560 166.105
77570 166.12
77580 166.13
77590 166.121
77600 166.11
77610 166.105
77620 166.107
77630 166.11
77640 166.1
77650 166.084
77660 166.069
77670 166.052
77680 166.04
77690 166.035
77700 166.018
77710 166.009
77720 165.995
77730 165.983
77740 165.989
77750 166.003
77760 166.033
77770 166.081
77780 166.126
77790 166.16
77800 166.186
77810 166.207
77820 166.201
77830 166.18
77840 166.164
77850 166.149
77860 166.128
77870 166.114
77880 166.107
77890 166.108
77900 166.124
77910 166.132
77920 166.167
77930 166.196
77940 166.201
77950 166.215
77960 166.233
77970 166.245
77980 166.259
77990 166.272
78000 166.289
78010 166.3
78020 166.296
78030 166.289
78040 166.287
78050 166.286
78060 166.286
78070 166.282
78080 166.275
78090 166.268
78100 166.265
78110 166.272
78120 166.272
78130 166.274
78140 166.272
78150 166.253
78160 166.236
78170 166.235
78180 166.235
78190 166.236
78200 166.247
78210 166.262
78220 166.275
78230 166.284
78240 166.29
78250 166.301
78260 166.284
78270 166.283
78280 166.275
78290 166.278
78300 166.284
78310 166.276
78320 166.27
78330 166.279
78340 166.285
78350 166.303
78360 166.339
78370 166.369
78380 166.389
78390 166.398
78400 166.38
78410 166.352
78420 166.32
78430 166.303
78440 166.283
78450 166.259
78460 166.244
78470 166.243
78480 166.245
78490 166.25
78500 166.265
78510 166.284
78520 166.303
78530 166.322
78540 166.331
78550 166.334
78560 166.346
78570 166.366
78580 166.375
78590 166.381
78600 166.392
78610 166.39
78620 166.384
78630 166.399
78640 166.421
78650 166.441
78660 166.458
78670 166.468
78680 166.469
78690 166.451
78700 166.448
78710 166.45
78720 166.449
78730 166.454
78740 166.454
78750 166.445
78760 166.435
78770 166.426
78780 166.4
78790 166.384
78800 166.378
78810 166.38
78820 166.372
78830 166.383
78840 166.403
78850 166.412
78860 166.402
78870 166.394
78880 166.392
78890 166.392
78900 166.386
78910 166.417
78920 166.458
78930 166.495
78940 166.497
78950 166.491
78960 166.492
78970 166.491
78980 166.501
78990 166.5
79000 166.507
79010 166.502
79020 166.471
79030 166.465
79040 166.47
79050 166.485
79060 166.491
79070 166.51
79080 166.53
79090 166.546
79100 166.56
79110 166.562
79120 166.554
79130 166.55
79140 166.555
79150 166.572
79160 166.603
79170 166.633
79180 166.648
79190 166.647
79200 166.645
79210 166.661
79220 166.677
79230 166.669
79240 166.658
79250 166.661
79260 166.685
79270 166.691
79280 166.684
79290 166.664
79300 166.654
79310 166.637
79320 166.624
79330 166.633
79340 166.643
79350 166.667
79360 166.672
79370 166.669
79380 166.668
79390 166.675
79400 166.68
79410 166.672
79420 166.66
79430 166.648
79440 166.633
79450 166.629
79460 166.621
79470 166.605
79480 166.597
79490 166.609
79500 166.637
79510 166.668
79520 166.702
79530 166.721
79540 166.713
79550 166.696
79560 166.677
79570 166.657
79580 166.662
79590 166.704
79600 166.73
79610 166.752
79620 166.777
79630 166.789
79640 166.809
79650 166.829
79660 166.867
79670 166.894
79680 166.91
79690 166.918
79700 166.914
79710 166.918
79720 166.922
79730 166.925
79740 166.924
79750 166.912
79760 166.902
79770 166.879
79780 166.869
79790 166.861
79800 166.859
79810 166.871
79820 166.88
79830 166.877
79840 166.878
79850 166.877
79860 166.875
79870 166.875
79880 166.884
79890 166.889
79900 166.875
79910 166.834
79920 166.797
79930 166.761
79940 166.74
79950 166.741
79960 166.733
79970 166.725
79980 166.724
79990 166.741
80000 166.758
80010 166.782
80020 166.803
80030 166.824
80040 166.84
80050 166.839
80060 166.844
80070 166.855
80080 166.856
80090 166.852
80100 166.849
80110 166.868
80120 166.896
80130 166.916
80140 166.938
80150 166.964
80160 166.972
80170 166.934
80180 166.887
80190 166.849
80200 166.807
80210 166.786
80220 166.781
80230 166.79
80240 166.805
80250 166.814
80260 166.839
80270 166.877
80280 166.902
80290 166.922
80300 166.942
80310 166.949
80320 166.941
80330 166.932
80340 166.917
80350 166.902
80360 166.904
80370 166.905
80380 166.92
80390 166.934
80400 166.944
80410 166.967
80420 166.997
80430 167.015
80440 167.03
80450 167.053
80460 167.082
80470 167.084
80480 167.078
80490 167.058
80500 167.039
80510 167.02
80520 167.024
80530 167.045
80540 167.065
80550 167.097
80560 167.107
80570 167.103
80580 167.114
80590 167.112
80600 167.084
80610 167.055
80620 167.025
80630 167.016
80640 167.005
80650 166.996
80660 166.998
80670 167.005
80680 167.014
80690 167.007
80700 167.011
80710 167.021
80720 167.039
80730 167.039
80740 167.035
80750 167.04
80760 167.029
80770 167.013
80780 167.005
80790 167.009
80800 167.029
80810 167.052
80820 167.069
80830 167.072
80840 167.077
80850 167.077
80860 167.075
80870 167.072
80880 167.071
80890 167.075
80900 167.089
80910 167.077
80920 167.074
80930 167.075
80940 167.079
80950 167.087
80960 167.084
80970 167.057
80980 167.045
80990 167.031
81000 167.011
81010 167.022
81020 167.033
81030 167.035
81040 167.04
81050 167.035
81060 167.037
81070 167.036
81080 167.028
81090 167.019
81100 167.011
81110 167.011
81120 167.008
81130 167.018
81140 167.043
81150 167.063
81160 167.077
81170 167.087
81180 167.1
81190 167.122
81200 167.148
81210 167.176
81220 167.194
81230 167.19
81240 167.172
81250 167.166
81260 167.155
81270 167.137
81280 167.116
81290 167.105
81300 167.101
81310 167.107
81320 167.106
81330 167.107
81340 167.114
81350 167.124
81360 167.133
81370 167.143
81380 167.157
81390 167.16
81400 167.161
81410 167.156
81420 167.151
81430 167.149
81440 167.148
81450 167.17
81460 167.205
81470 167.229
81480 167.221
81490 167.21
81500 167.218
81510 167.211
81520 167.217
81530 167.224
81540 167.215
81550 167.204
81560 167.194
81570 167.176
81580 167.169
81590 167.171
81600 167.172
81610 167.18
81620 167.199
81630 167.221
81640 167.248
81650 167.263
81660 167.285
81670 167.296
81680 167.287
81690 167.263
81700 167.256
81710 167.257
81720 167.265
81730 167.264
81740 167.264
81750 167.275
81760 167.293
81770 167.309
81780 167.314
81790 167.31
81800 167.299
81810 167.29
81820 167.279
81830 167.285
81840 167.272
81850 167.261
81860 167.268
81870 167.268
81880 167.262
81890 167.26
81900 167.271
81910 167.28
81920 167.278
81930 167.281
81940 167.285
81950 167.289
81960 167.293
81970 167.286
81980 167.288
81990 167.286
82000 167.294
82010 167.294
82020 167.29
82030 167.299
82040 167.315
82050 167.323
82060 167.317
82070 167.293
82080 167.295
82090 167.322
82100 167.348
82110 167.372
82120 167.409
82130 167.457
82140 167.486
82150 167.489
82160 167.478
82170 167.456
82180 167.424
82190 167.394
82200 167.374
82210 167.375
82220 167.4
82230 167.414
82240 167.436
82250 167.452
82260 167.474
82270 167.476
82280 167.472
82290 167.482
82300 167.499
82310 167.507
82320 167.501
82330 167.492
82340 167.497
82350 167.494
82360 167.494
82370 167.492
82380 167.495
82390 167.5
82400 167.503
82410 167.501
82420 167.494
82430 167.51
82440 167.517
82450 167.517
82460 167.522
82470 167.525
82480 167.526
82490 167.526
82500 167.517
82510 167.515
82520 167.503
82530 167.483
82540 167.474
82550 167.467
82560 167.454
82570 167.443
82580 167.433
82590 167.432
82600 167.437
82610 167.454
82620 167.465
82630 167.467
82640 167.487
82650 167.509
82660 167.526
82670 167.55
82680 167.555
82690 167.561
82700 167.57
82710 167.568
82720 167.564
82730 167.561
82740 167.54
82750 167.508
82760 167.486
82770 167.459
82780 167.442
82790 167.439
82800 167.451
82810 167.462
82820 167.462
82830 167.461
82840 167.462
82850 167.478
82860 167.483
82870 167.474
82880 167.475
82890 167.465
82900 167.464
82910 167.472
82920 167.482
82930 167.484
82940 167.486
82950 167.496
82960 167.506
82970 167.524
82980 167.536
82990 167.543
83000 167.554
83010 167.583
83020 167.613
83030 167.627
83040 167.631
83050 167.641
83060 167.647
83070 167.66
83080 167.678
83090 167.696
83100 167.711
83110 167.718
83120 167.714
83130 167.702
83140 167.685
83150 167.673
83160 167.678
83170 167.681
83180 167.695
83190 167.713
83200 167.713
83210 167.731
83220 167.763
83230 167.796
83240 167.817
83250 167.819
83260 167.824
83270 167.813
83280 167.79
83290 167.784
83300 167.782
83310 167.791
83320 167.794
83330 167.786
83340 167.763
83350 167.745
83360 167.731
83370 167.722
83380 167.73
83390 167.746
83400 167.774
83410 167.784
83420 167.79
83430 167.784
83440 167.766
83450 167.742
83460 167.737
83470 167.739
83480 167.739
83490 167.743
83500 167.75
83510 167.744
83520 167.723
83530 167.697
83540 167.688
83550 167.693
83560 167.693
83570 167.704
83580 167.724
83590 167.746
83600 167.762
83610 167.762
83620 167.763
83630 167.769
83640 167.76
83650 167.767
83660 167.78
83670 167.798
83680 167.815
83690 167.824
83700 167.836
83710 167.841
83720 167.846
83730 167.856
83740 167.863
83750 167.883
83760 167.901
83770 167.905
83780 167.911
83790 167.912
83800 167.908
83810 167.899
83820 167.897
83830 167.902
83840 167.908
83850 167.917
83860 167.919
83870 167.923
83880 167.919
83890 167.925
83900 167.944
83910 167.967
83920 167.986
83930 167.991
83940 167.982
83950 167.966
83960 167.926
83970 167.894
83980 167.872
83990 167.854
84000 167.849
84010 167.868
84020 167.904
84030 167.939
84040 167.973
84050 167.992
84060 168.005
84070 168.018
84080 168.039
84090 168.049
84100 168.045
84110 168.038
84120 168.031
84130 168.011
84140 167.993
84150 167.989
84160 167.989
84170 167.987
84180 167.986
84190 167.98
84200 167.992
84210 168.014
84220 168.034
84230 168.051
84240 168.061
84250 168.074
84260 168.087
84270 168.103
84280 168.126
84290 168.143
84300 168.165
84310 168.176
84320 168.163
84330 168.158
84340 168.197
84350 168.241
84360 168.269
84370 168.28
84380 168.284
84390 168.29
84400 168.295
84410 168.293
84420 168.286
84430 168.266
84440 168.236
84450 168.214
84460 168.205
84470 168.213
84480 168.23
84490 168.243
84500 168.241
84510 168.245
84520 168.248
84530 168.247
84540 168.255
84550 168.255
84560 168.239
84570 168.226
84580 168.223
84590 168.214
84600 168.203
84610 168.183
84620 168.159
84630 168.139
84640 168.116
84650 168.095
84660 168.087
84670 168.073
84680 168.077
84690 168.094
84700 168.099
84710 168.093
84720 168.085
84730 168.098
84740 168.12
84750 168.134
84760 168.135
84770 168.145
84780 168.16
84790 168.182
84800 168.191
84810 168.19
84820 168.174
84830 168.149
84840 168.131
84850 168.121
84860 168.133
84870 168.153
84880 168.162
84890 168.154
84900 168.142
84910 168.125
84920 168.109
84930 168.097
84940 168.083
84950 168.064
84960 168.05
84970 168.04
84980 168.033
84990 168.032
85000 168.044
