# Time-averaged data for fix 5
# TimeStep c_msd[4]
54770 156.949
54780 156.956
54790 156.956
54800 156.954
54810 156.95
54820 156.959
54830 156.97
54840 156.987
54850 157.021
54860 157.061
54870 157.075
54880 157.093
54890 157.122
54900 157.146
54910 157.163
54920 157.162
54930 157.149
54940 157.141
54950 157.155
54960 157.147
54970 157.126
54980 157.12
54990 157.123
55000 157.114
55010 157.109
55020 157.091
55030 157.099
55040 157.112
55050 157.122
55060 157.155
55070 157.19
55080 157.216
55090 157.242
55100 157.262
55110 157.268
55120 157.261
55130 157.263
55140 157.246
55150 157.211
55160 157.184
55170 157.166
55180 157.164
55190 157.17
55200 157.181
55210 157.197
55220 157.214
55230 157.223
55240 157.23
55250 157.227
55260 157.212
55270 157.218
55280 157.233
55290 157.25
55300 157.258
55310 157.274
55320 157.291
55330 157.308
55340 157.35
55350 157.386
55360 157.387
55370 157.367
55380 157.351
55390 157.338
55400 157.331
55410 157.331
55420 157.316
55430 157.296
55440 157.29
55450 157.305
55460 157.315
55470 157.313
55480 157.323
55490 157.333
55500 157.322
55510 157.322
55520 157.31
55530 157.312
55540 157.337
55550 157.345
55560 157.345
55570 157.352
55580 157.359
55590 157.374
55600 157.376
55610 157.384
55620 157.395
55630 157.398
55640 157.396
55650 157.389
55660 157.392
55670 157.376
55680 157.35
55690 157.337
55700 157.327
55710 157.335
55720 157.347
55730 157.368
55740 157.39
55750 157.418
55760 157.437
55770 157.473
55780 157.482
55790 157.5
55800 157.505
55810 157.486
55820 157.467
55830 157.452
55840 157.44
55850 157.427
55860 157.43
55870 157.428
55880 157.427
55890 157.418
55900 157.407
55910 157.389
55920 157.386
55930 157.391
55940 157.385
55950 157.39
55960 157.403
55970 157.415
55980 157.432
55990 157.447
56000 157.446
56010 157.437
56020 157.417
56030 157.406
56040 157.407
56050 157.407
56060 157.43
56070 157.46
56080 157.476
56090 157.458
56100 157.45
56110 157.453
56120 157.455
56130 157.448
56140 157.442
56150 157.453
56160 157.455
56170 157.456
56180 157.454
56190 157.455
56200 157.455
56210 157.438
56220 157.4
56230 157.374
56240 157.368
56250 157.39
56260 157.407
56270 157.41
56280 157.424
56290 157.437
56300 157.443
56310 157.432
56320 157.412
56330 157.387
56340 157.356
56350 157.347
56360 157.354
56370 157.374
56380 157.41
56390 157.445
56400 157.459
56410 157.456
56420 157.453
56430 157.442
56440 157.424
56450 157.404
56460 157.391
56470 157.382
56480 157.379
56490 157.387
56500 157.391
56510 157.387
56520 157.393
56530 157.4
56540 157.429
56550 157.458
56560 157.467
56570 157.448
56580 157.434
56590 157.435
56600 157.415
56610 157.407
56620 157.41
56630 157.407
56640 157.411
56650 157.427
56660 157.435
56670 157.442
56680 157.446
56690 157.452
56700 157.471
56710 157.491
56720 157.517
56730 157.561
56740 157.577
56750 157.569
56760 157.566
56770 157.577
56780 157.574
56790 157.571
56800 157.562
56810 157.559
56820 157.574
56830 157.586
56840 157.615
56850 157.641
56860 157.665
56870 157.65
56880 157.644
56890 157.637
56900 157.617
56910 157.591
56920 157.58
56930 157.575
56940 157.565
56950 157.559
56960 157.551
56970 157.555
56980 157.567
56990 157.595
57000 157.615
57010 157.626
57020 157.651
57030 157.658
57040 157.673
57050 157.678
57060 157.677
57070 157.682
57080 157.688
57090 157.681
57100 157.67
57110 157.659
57120 157.64
57130 157.626
57140 157.625
57150 157.63
57160 157.634
57170 157.63
57180 157.633
57190 157.631
57200 157.618
57210 157.596
57220 157.574
57230 157.591
57240 157.615
57250 157.617
57260 157.621
57270 157.621
57280 157.608
57290 157.586
57300 157.605
57310 157.649
57320 157.67
57330 157.677
57340 157.671
57350 157.664
57360 157.669
57370 157.679
57380 157.705
57390 157.736
57400 157.757
57410 157.772
57420 157.788
57430 157.803
57440 157.814
57450 157.819
57460 157.816
57470 157.811
57480 157.818
57490 157.812
57500 157.806
57510 157.792
57520 157.791
57530 157.799
57540 157.798
57550 157.792
57560 157.773
57570 157.76
57580 157.767
57590 157.785
57600 157.796
57610 157.814
57620 157.84
57630 157.869
57640 157.891
57650 157.903
57660 157.919
57670 157.95
57680 157.958
57690 157.972
57700 157.989
57710 157.987
57720 157.988
57730 157.988
57740 157.991
57750 158.004
57760 158.009
57770 158.004
57780 157.974
57790 157.947
57800 157.927
57810 157.908
57820 157.875
57830 157.855
57840 157.847
57850 157.838
57860 157.803
57870 157.783
57880 157.798
57890 157.829
57900 157.855
57910 157.89
57920 157.914
57930 157.932
57940 157.94
57950 157.936
57960 157.921
57970 157.912
57980 157.917
57990 157.921
58000 157.929
58010 157.942
58020 157.973
58030 158.001
58040 158.04
58050 158.072
58060 158.086
58070 158.087
58080 158.074
58090 158.065
58100 158.052
58110 158.058
58120 158.073
58130 158.081
58140 158.102
58150 158.127
58160 158.141
58170 158.145
58180 158.156
58190 158.168
58200 158.176
58210 158.191
58220 158.21
58230 158.232
58240 158.256
58250 158.277
58260 158.318
58270 158.341
58280 158.348
58290 158.334
58300 158.318
58310 158.316
58320 158.322
58330 158.323
58340 158.316
58350 158.306
58360 158.32
58370 158.315
58380 158.316
58390 158.337
58400 158.359
58410 158.383
58420 158.41
58430 158.428
58440 158.429
58450 158.412
58460 158.398
58470 158.379
58480 158.367
58490 158.369
58500 158.377
58510 158.408
58520 158.441
58530 158.469
58540 158.488
58550 158.499
58560 158.497
58570 158.478
58580 158.459
58590 158.451
58600 158.442
58610 158.446
58620 158.458
58630 158.479
58640 158.493
58650 158.493
58660 158.491
58670 158.515
58680 158.54
58690 158.548
58700 158.568
58710 158.583
58720 158.594
58730 158.598
58740 158.594
58750 158.585
58760 158.57
58770 158.567
58780 158.56
58790 158.557
58800 158.545
58810 158.536
58820 158.528
58830 158.516
58840 158.493
58850 158.463
58860 158.447
58870 158.433
58880 158.424
58890 158.433
58900 158.463
58910 158.492
58920 158.516
58930 158.529
58940 158.53
58950 158.527
58960 158.512
58970 158.498
58980 158.492
58990 158.493
59000 158.495
59010 158.499
59020 158.483
59030 158.479
59040 158.488
59050 158.478
59060 158.48
59070 158.486
59080 158.495
59090 158.505
59100 158.513
59110 158.501
59120 158.485
59130 158.487
59140 158.518
59150 158.547
59160 158.57
59170 158.586
59180 158.62
59190 158.627
59200 158.629
59210 158.627
59220 158.606
59230 158.611
59240 158.616
59250 158.616
59260 158.611
59270 158.601
59280 158.564
59290 158.541
59300 158.532
59310 158.54
59320 158.556
59330 158.55
59340 158.539
59350 158.518
59360 158.504
59370 158.504
59380 158.518
59390 158.524
59400 158.529
59410 158.529
59420 158.529
59430 158.528
59440 158.541
59450 158.568
59460 158.597
59470 158.6
59480 158.61
59490 158.63
59500 158.62
59510 158.592
59520 158.562
59530 158.553
59540 158.555
59550 158.581
59560 158.602
59570 158.619
59580 158.632
59590 158.658
59600 158.695
59610 158.732
59620 158.759
59630 158.77
59640 158.785
59650 158.788
59660 158.786
59670 158.792
59680 158.795
59690 158.791
59700 158.791
59710 158.79
59720 158.794
59730 158.815
59740 158.828
59750 158.848
59760 158.841
59770 158.84
59780 158.846
59790 158.849
59800 158.856
59810 158.847
59820 158.829
59830 158.81
59840 158.805
59850 158.81
59860 158.821
59870 158.833
59880 158.84
59890 158.841
59900 158.844
59910 158.859
59920 158.886
59930 158.898
59940 158.886
59950 158.883
59960 158.871
59970 158.863
59980 158.873
59990 158.882
60000 158.883
60010 158.892
60020 158.909
60030 158.92
60040 158.931
60050 158.915
60060 158.916
60070 158.91
60080 158.889
60090 158.865
60100 158.837
60110 158.821
60120 158.808
60130 158.805
60140 158.816
60150 158.823
60160 158.827
60170 158.837
60180 158.846
60190 158.856
60200 158.856
60210 158.836
60220 158.84
60230 158.863
60240 158.879
60250 158.893
60260 158.901
60270 158.921
60280 158.939
60290 158.968
60300 158.998
60310 159.01
60320 159
60330 158.993
60340 159.01
60350 159.017
60360 159.04
60370 159.058
60380 159.057
60390 159.055
60400 159.057
60410 159.078
60420 159.107
60430 159.134
60440 159.144
60450 159.155
60460 159.159
60470 159.171
60480 159.184
60490 159.182
60500 159.192
60510 159.206
60520 159.208
60530 159.209
60540 159.214
60550 159.219
60560 159.231
60570 159.242
60580 159.261
60590 159.28
60600 159.287
60610 159.308
60620 159.321
60630 159.362
60640 159.409
60650 159.452
60660 159.467
60670 159.471
60680 159.462
60690 159.444
60700 159.415
60710 159.38
60720 159.358
60730 159.331
60740 159.318
60750 159.309
60760 159.299
60770 159.298
60780 159.298
60790 159.308
60800 159.334
60810 159.362
60820 159.399
60830 159.434
60840 159.454
60850 159.454
60860 159.433
60870 159.43
60880 159.456
60890 159.478
60900 159.503
60910 159.521
60920 159.532
60930 159.546
60940 159.538
60950 159.525
60960 159.526
60970 159.522
60980 159.541
60990 159.558
61000 159.563
61010 159.552
61020 159.543
61030 159.544
61040 159.555
61050 159.59
61060 159.62
61070 159.641
61080 159.647
61090 159.64
61100 159.647
61110 159.657
61120 159.664
61130 159.641
61140 159.613
61150 159.59
61160 159.569
61170 159.554
61180 159.538
61190 159.523
61200 159.516
61210 159.52
61220 159.518
61230 159.516
61240 159.521
61250 159.536
61260 159.548
61270 159.551
61280 159.556
61290 159.571
61300 159.6
61310 159.633
61320 159.666
61330 159.694
61340 159.716
61350 159.74
61360 159.743
61370 159.742
61380 159.737
61390 159.733
61400 159.715
61410 159.706
61420 159.709
61430 159.727
61440 159.736
61450 159.743
61460 159.745
61470 159.764
61480 159.774
61490 159.773
61500 159.774
61510 159.777
61520 159.773
61530 159.768
61540 159.779
61550 159.783
61560 159.791
61570 159.827
61580 159.851
61590 159.864
61600 159.869
61610 159.877
61620 159.895
61630 159.91
61640 159.912
61650 159.917
61660 159.906
61670 159.893
61680 159.879
61690 159.871
61700 159.865
61710 159.872
61720 159.888
61730 159.909
61740 159.927
61750 159.932
61760 159.954
61770 159.986
61780 160.005
61790 160.024
61800 160.023
61810 160.011
61820 159.99
61830 159.987
61840 159.984
61850 159.981
61860 159.986
61870 160
61880 160.003
61890 160.013
61900 160.034
61910 160.045
61920 160.036
61930 160.027
61940 160.013
61950 160.015
61960 160.018
61970 160.013
61980 160.021
61990 160.033
62000 160.041
62010 160.046
62020 160.03
62030 160.005
62040 160
62050 160.011
62060 160.017
62070 160.017
62080 160.01
62090 160.005
62100 159.987
62110 159.974
62120 159.986
62130 159.997
62140 160.009
62150 160.025
62160 160.03
62170 160.054
62180 160.07
62190 160.084
62200 160.091
62210 160.104
62220 160.112
62230 160.112
62240 160.106
62250 160.088
62260 160.088
62270 160.094
62280 160.095
62290 160.099
62300 160.09
62310 160.058
62320 160.043
62330 160.036
62340 160.043
62350 160.051
62360 160.051
62370 160.042
62380 160.042
62390 160.05
62400 160.042
62410 160.015
62420 159.99
62430 159.974
62440 159.992
62450 160.022
62460 160.065
62470 160.081
62480 160.102
62490 160.126
62500 160.133
62510 160.147
62520 160.151
62530 160.164
62540 160.18
62550 160.191
62560 160.227
62570 160.258
62580 160.278
62590 160.283
62600 160.275
62610 160.269
62620 160.274
62630 160.291
62640 160.295
62650 160.294
62660 160.293
62670 160.312
62680 160.322
62690 160.322
62700 160.319
62710 160.319
62720 160.316
62730 160.291
62740 160.271
62750 160.256
62760 160.24
62770 160.243
62780 160.251
62790 160.258
62800 160.269
62810 160.29
62820 160.325
62830 160.361
62840 160.36
62850 160.353
62860 160.363
62870 160.382
62880 160.386
62890 160.392
62900 160.386
62910 160.392
62920 160.403
62930 160.401
62940 160.402
62950 160.394
62960 160.381
62970 160.367
62980 160.359
62990 160.36
63000 160.367
63010 160.371
63020 160.365
63030 160.362
63040 160.356
63050 160.349
63060 160.334
63070 160.315
63080 160.324
63090 160.343
63100 160.367
63110 160.374
63120 160.382
63130 160.4
63140 160.402
63150 160.399
63160 160.415
63170 160.438
63180 160.462
63190 160.471
63200 160.473
63210 160.477
63220 160.48
63230 160.5
63240 160.533
63250 160.539
63260 160.529
63270 160.514
63280 160.5
63290 160.492
63300 160.488
63310 160.487
63320 160.507
63330 160.524
63340 160.513
63350 160.489
63360 160.474
63370 160.452
63380 160.434
63390 160.44
63400 160.45
63410 160.455
63420 160.46
63430 160.45
63440 160.45
63450 160.469
63460 160.492
63470 160.505
63480 160.521
63490 160.547
63500 160.567
63510 160.595
63520 160.617
63530 160.62
63540 160.614
63550 160.627
63560 160.662
63570 160.682
63580 160.691
63590 160.689
63600 160.701
63610 160.736
63620 160.747
63630 160.752
63640 160.742
63650 160.729
63660 160.734
63670 160.742
63680 160.76
63690 160.778
63700 160.788
63710 160.79
63720 160.789
63730 160.786
63740 160.776
63750 160.78
63760 160.799
63770 160.831
63780 160.847
63790 160.846
63800 160.856
63810 160.86
63820 160.864
63830 160.872
63840 160.885
63850 160.893
63860 160.879
63870 160.87
63880 160.858
63890 160.859
63900 160.874
63910 160.91
63920 160.927
63930 160.926
63940 160.908
63950 160.882
63960 160.847
63970 160.838
63980 160.836
63990 160.831
64000 160.827
64010 160.818
64020 160.801
64030 160.776
64040 160.763
64050 160.77
64060 160.777
64070 160.782
64080 160.781
64090 160.784
64100 160.794
64110 160.815
64120 160.833
64130 160.855
64140 160.851
64150 160.852
64160 160.869
64170 160.881
64180 160.872
64190 160.866
64200 160.864
64210 160.866
64220 160.881
64230 160.911
64240 160.94
64250 160.962
64260 160.963
64270 160.952
64280 160.931
64290 160.934
64300 160.904
64310 160.87
64320 160.88
64330 160.887
64340 160.893
64350 160.919
64360 160.933
64370 160.929
64380 160.93
64390 160.945
64400 160.96
64410 160.959
64420 160.959
64430 160.976
64440 160.991
64450 161
64460 161.009
64470 161.004
64480 160.982
64490 160.971
64500 160.943
64510 160.92
64520 160.917
64530 160.935
64540 160.93
64550 160.912
64560 160.912
64570 160.917
64580 160.904
64590 160.879
64600 160.865
64610 160.868
64620 160.881
64630 160.893
64640 160.885
64650 160.881
64660 160.89
64670 160.918
64680 160.946
64690 160.977
64700 161.011
64710 161.037
64720 161.051
64730 161.063
64740 161.064
64750 161.062
64760 161.05
64770 161.038
64780 161.037
64790 161.034
64800 161.035
64810 161.024
64820 161.015
64830 161.015
64840 161.011
64850 161.004
64860 161.017
64870 161.026
64880 161.035
64890 161.063
64900 161.083
64910 161.095
64920 161.088
64930 161.083
64940 161.072
64950 161.081
64960 161.095
64970 161.109
64980 161.14
64990 161.179
65000 161.206
65010 161.234
65020 161.243
65030 161.241
65040 161.225
65050 161.202
65060 161.178
65070 161.151
65080 161.125
65090 161.116
65100 161.111
65110 161.109
65120 161.127
65130 161.142
65140 161.155
65150 161.177
65160 161.197
65170 161.215
65180 161.227
65190 161.233
65200 161.23
65210 161.22
65220 161.207
65230 161.208
65240 161.203
65250 161.202
65260 161.197
65270 161.189
65280 161.171
65290 161.162
65300 161.152
65310 161.146
65320 161.151
65330 161.177
65340 161.2
65350 161.202
65360 161.197
65370 161.198
65380 161.204
65390 161.204
65400 161.211
65410 161.23
65420 161.23
65430 161.226
65440 161.228
65450 161.236
65460 161.238
65470 161.254
65480 161.278
65490 161.304
65500 161.317
65510 161.32
65520 161.342
65530 161.356
65540 161.375
65550 161.385
65560 161.4
65570 161.419
65580 161.423
65590 161.416
65600 161.397
65610 161.366
65620 161.344
65630 161.329
65640 161.317
65650 161.325
65660 161.359
65670 161.384
65680 161.397
65690 161.388
65700 161.387
65710 161.401
65720 161.415
65730 161.418
65740 161.422
65750 161.422
65760 161.432
65770 161.446
65780 161.453
65790 161.461
65800 161.471
65810 161.479
65820 161.48
65830 161.486
65840 161.492
65850 161.504
65860 161.499
65870 161.491
65880 161.489
65890 161.486
65900 161.471
65910 161.448
65920 161.431
65930 161.419
65940 161.41
65950 161.399
65960 161.388
65970 161.396
65980 161.409
65990 161.415
66000 161.405
66010 161.414
66020 161.415
66030 161.434
66040 161.467
66050 161.508
66060 161.54
66070 161.558
66080 161.561
66090 161.562
66100 161.573
66110 161.586
66120 161.585
66130 161.575
66140 161.556
66150 161.54
66160 161.515
66170 161.484
66180 161.455
66190 161.44
66200 161.444
66210 161.446
66220 161.458
66230 161.475
66240 161.497
66250 161.515
66260 161.528
66270 161.541
66280 161.546
66290 161.542
66300 161.541
66310 161.544
66320 161.546
66330 161.532
66340 161.508
66350 161.49
66360 161.488
66370 161.489
66380 161.497
66390 161.509
66400 161.516
66410 161.515
66420 161.519
66430 161.514
66440 161.507
66450 161.513
66460 161.542
66470 161.58
66480 161.606
66490 161.633
66500 161.663
66510 161.672
66520 161.666
66530 161.66
66540 161.663
66550 161.674
66560 161.688
66570 161.696
66580 161.703
66590 161.714
66600 161.709
66610 161.719
66620 161.722
66630 161.703
66640 161.695
66650 161.702
66660 161.7
66670 161.71
66680 161.732
66690 161.755
66700 161.761
66710 161.764
66720 161.768
66730 161.766
66740 161.76
66750 161.739
66760 161.712
66770 161.699
66780 161.706
66790 161.716
66800 161.733
66810 161.747
66820 161.765
66830 161.792
66840 161.809
66850 161.828
66860 161.86
66870 161.891
66880 161.905
66890 161.903
66900 161.896
66910 161.89
66920 161.882
66930 161.885
66940 161.876
66950 161.869
66960 161.88
66970 161.909
66980 161.93
66990 161.934
67000 161.931
67010 161.93
67020 161.925
67030 161.925
67040 161.913
67050 161.905
67060 161.897
67070 161.902
67080 161.899
67090 161.924
67100 161.96
67110 161.969
67120 161.972
67130 161.983
67140 161.986
67150 161.972
67160 161.955
67170 161.928
67180 161.912
67190 161.906
67200 161.918
67210 161.954
67220 161.977
67230 161.964
67240 161.94
67250 161.919
67260 161.902
67270 161.908
67280 161.924
67290 161.94
67300 161.966
67310 161.986
67320 161.978
67330 161.95
67340 161.931
67350 161.925
67360 161.91
67370 161.894
67380 161.887
67390 161.891
67400 161.883
67410 161.858
67420 161.826
67430 161.812
67440 161.81
67450 161.802
67460 161.801
67470 161.817
67480 161.849
67490 161.876
67500 161.906
67510 161.919
67520 161.928
67530 161.947
67540 161.975
67550 162.01
67560 162.029
67570 162.031
67580 162.045
67590 162.044
67600 162.033
67610 162.031
67620 162.034
67630 162.043
67640 162.056
67650 162.059
67660 162.046
67670 162.032
67680 162.031
67690 162.029
67700 162.029
67710 162.02
67720 162.02
67730 162.006
67740 162
67750 161.996
67760 162.005
67770 162.024
67780 162.041
67790 162.048
67800 162.05
67810 162.065
67820 162.076
67830 162.08
67840 162.062
67850 162.051
67860 162.039
67870 162.041
67880 162.039
67890 162.055
67900 162.083
67910 162.107
67920 162.111
67930 162.092
67940 162.066
67950 162.044
67960 162.034
67970 162.025
67980 162.016
67990 162.016
68000 162.009
68010 162.009
68020 162.019
68030 162.036
68040 162.044
68050 162.047
68060 162.06
68070 162.069
68080 162.068
68090 162.06
68100 162.058
68110 162.053
68120 162.043
68130 162.035
68140 162.018
68150 162
68160 161.959
68170 161.93
68180 161.916
68190 161.911
68200 161.933
68210 161.977
68220 162.004
68230 162.02
68240 162.033
68250 162.036
68260 162.022
68270 162.014
68280 162.022
68290 162.039
68300 162.039
68310 162.02
68320 162.001
68330 161.981
68340 161.989
68350 161.997
68360 161.99
68370 161.99
68380 162.009
68390 162.054
68400 162.1
68410 162.156
68420 162.2
68430 162.226
68440 162.231
68450 162.214
68460 162.201
68470 162.185
68480 162.171
68490 162.156
68500 162.145
68510 162.141
68520 162.146
68530 162.174
68540 162.209
68550 162.242
68560 162.249
68570 162.243
68580 162.248
68590 162.246
68600 162.244
68610 162.241
68620 162.253
68630 162.265
68640 162.261
68650 162.259
68660 162.275
68670 162.277
68680 162.27
68690 162.265
68700 162.259
68710 162.257
68720 162.248
68730 162.271
68740 162.304
68750 162.324
68760 162.344
68770 162.366
68780 162.385
68790 162.417
68800 162.444
68810 162.451
68820 162.447
68830 162.449
68840 162.454
68850 162.456
68860 162.469
68870 162.492
68880 162.511
68890 162.526
68900 162.529
68910 162.52
68920 162.518
68930 162.527
68940 162.519
68950 162.502
68960 162.501
68970 162.512
68980 162.525
68990 162.515
69000 162.514
69010 162.525
69020 162.542
69030 162.546
69040 162.55
69050 162.56
69060 162.566
69070 162.555
69080 162.554
69090 162.553
69100 162.547
69110 162.533
69120 162.51
69130 162.503
69140 162.492
69150 162.489
69160 162.49
69170 162.52
69180 162.529
69190 162.517
69200 162.507
69210 162.48
69220 162.459
69230 162.469
69240 162.486
69250 162.502
69260 162.519
69270 162.535
69280 162.553
69290 162.556
69300 162.553
69310 162.556
69320 162.575
69330 162.604
69340 162.631
69350 162.632
69360 162.62
69370 162.613
69380 162.597
69390 162.589
69400 162.601
69410 162.624
69420 162.648
69430 162.66
69440 162.666
69450 162.701
69460 162.719
69470 162.713
69480 162.676
69490 162.641
69500 162.632
69510 162.633
69520 162.655
69530 162.681
69540 162.695
69550 162.703
69560 162.701
69570 162.686
69580 162.686
69590 162.696
69600 162.69
69610 162.686
69620 162.678
69630 162.663
69640 162.654
69650 162.661
69660 162.658
69670 162.643
69680 162.633
69690 162.641
69700 162.668
69710 162.692
69720 162.711
69730 162.733
69740 162.748
69750 162.751
69760 162.748
69770 162.769
69780 162.79
69790 162.805
69800 162.824
69810 162.829
69820 162.841
69830 162.86
69840 162.867
69850 162.853
69860 162.841
69870 162.849
69880 162.866
69890 162.888
69900 162.917
69910 162.934
69920 162.939
69930 162.931
69940 162.931
69950 162.933
69960 162.937
69970 162.941
69980 162.956
69990 162.979
70000 162.997
70010 163.016
70020 163.049
70030 163.067
70040 163.088
70050 163.089
70060 163.099
70070 163.106
70080 163.107
70090 163.099
70100 163.1
70110 163.078
70120 163.065
70130 163.068
70140 163.07
70150 163.074
70160 163.069
70170 163.076
70180 163.094
70190 163.122
70200 163.145
70210 163.159
70220 163.168
70230 163.171
70240 163.157
70250 163.127
70260 163.129
70270 163.136
70280 163.141
70290 163.146
70300 163.146
70310 163.142
70320 163.126
70330 163.139
70340 163.151
70350 163.179
70360 163.201
70370 163.196
70380 163.194
70390 163.178
70400 163.157
70410 163.146
70420 163.139
70430 163.145
70440 163.148
70450 163.152
70460 163.184
70470 163.229
70480 163.282
70490 163.333
70500 163.346
70510 163.351
70520 163.354
70530 163.346
70540 163.329
70550 163.311
70560 163.301
70570 163.307
70580 163.317
70590 163.326
70600 163.336
70610 163.325
70620 163.313
70630 163.308
70640 163.308
70650 163.314
70660 163.325
70670 163.326
70680 163.321
70690 163.32
70700 163.326
70710 163.343
70720 163.364
70730 163.367
70740 163.345
70750 163.345
70760 163.36
70770 163.38
70780 163.406
70790 163.43
70800 163.449
70810 163.462
70820 163.468
70830 163.49
70840 163.522
70850 163.545
70860 163.556
70870 163.582
70880 163.594
70890 163.612
70900 163.631
70910 163.614
70920 163.595
70930 163.594
70940 163.602
70950 163.634
70960 163.664
70970 163.683
70980 163.697
70990 163.704
71000 163.696
71010 163.679
71020 163.677
71030 163.678
71040 163.7
71050 163.736
71060 163.774
71070 163.784
71080 163.789
71090 163.807
71100 163.827
71110 163.847
71120 163.865
71130 163.872
71140 163.853
71150 163.829
71160 163.815
71170 163.811
71180 163.796
71190 163.778
71200 163.763
71210 163.75
71220 163.739
71230 163.728
71240 163.716
71250 163.712
71260 163.708
71270 163.713
71280 163.723
71290 163.739
71300 163.753
71310 163.758
71320 163.759
71330 163.768
71340 163.778
71350 163.774
71360 163.771
71370 163.76
71380 163.735
71390 163.71
71400 163.691
71410 163.66
71420 163.638
71430 163.612
71440 163.598
71450 163.592
71460 163.578
71470 163.572
71480 163.589
71490 163.598
71500 163.598
71510 163.614
71520 163.638
71530 163.645
71540 163.662
71550 163.685
71560 163.695
71570 163.689
71580 163.694
71590 163.711
71600 163.729
71610 163.73
71620 163.711
71630 163.7
71640 163.707
71650 163.717
71660 163.719
71670 163.725
71680 163.712
71690 163.706
71700 163.714
71710 163.711
71720 163.726
71730 163.739
71740 163.738
71750 163.753
71760 163.772
71770 163.789
71780 163.812
71790 163.833
71800 163.856
71810 163.879
71820 163.902
71830 163.918
71840 163.92
71850 163.928
71860 163.933
71870 163.933
71880 163.944
71890 163.959
71900 163.966
71910 163.972
71920 163.977
71930 163.988
71940 163.982
71950 163.97
71960 163.952
71970 163.949
71980 163.951
71990 163.956
72000 163.959
72010 163.977
72020 164.009
72030 164.03
72040 164.052
72050 164.068
72060 164.083
72070 164.116
72080 164.136
72090 164.117
72100 164.101
72110 164.095
72120 164.105
72130 164.114
72140 164.116
72150 164.123
72160 164.125
72170 164.136
72180 164.13
72190 164.128
72200 164.131
72210 164.104
72220 164.076
72230 164.061
72240 164.056
72250 164.069
72260 164.1
72270 164.117
72280 164.135
72290 164.144
72300 164.151
72310 164.154
72320 164.153
72330 164.143
72340 164.14
72350 164.166
72360 164.203
72370 164.235
72380 164.241
72390 164.236
72400 164.225
72410 164.215
72420 164.227
72430 164.231
72440 164.24
72450 164.262
72460 164.282
72470 164.299
72480 164.292
72490 164.299
72500 164.313
72510 164.315
72520 164.313
72530 164.314
72540 164.323
72550 164.339
72560 164.342
72570 164.353
72580 164.364
72590 164.378
72600 164.402
72610 164.412
72620 164.426
72630 164.429
72640 164.405
72650 164.386
72660 164.373
72670 164.357
72680 164.341
72690 164.327
72700 164.33
72710 164.344
72720 164.355
72730 164.371
72740 164.386
72750 164.408
72760 164.438
72770 164.464
72780 164.454
72790 164.433
72800 164.398
72810 164.375
72820 164.357
72830 164.361
72840 164.389
72850 164.422
72860 164.424
72870 164.417
72880 164.42
72890 164.42
72900 164.412
72910 164.406
72920 164.401
72930 164.387
72940 164.368
72950 164.345
72960 164.34
72970 164.348
72980 164.353
72990 164.369
73000 164.386
73010 164.415
73020 164.429
73030 164.418
73040 164.411
73050 164.411
73060 164.411
73070 164.41
73080 164.423
73090 164.431
73100 164.425
73110 164.41
73120 164.4
73130 164.386
73140 164.388
73150 164.393
73160 164.394
73170 164.403
73180 164.422
73190 164.444
73200 164.448
73210 164.452
73220 164.448
73230 164.447
73240 164.444
73250 164.447
73260 164.433
73270 164.428
73280 164.43
73290 164.432
73300 164.447
73310 164.458
73320 164.466
73330 164.473
73340 164.463
73350 164.465
73360 164.45
73370 164.444
73380 164.454
73390 164.445
73400 164.436
73410 164.426
73420 164.421
73430 164.418
73440 164.417
73450 164.416
73460 164.424
73470 164.437
73480 164.445
73490 164.454
73500 164.461
73510 164.49
73520 164.534
73530 164.572
73540 164.605
73550 164.626
73560 164.639
73570 164.638
73580 164.626
73590 164.613
73600 164.591
73610 164.568
73620 164.56
73630 164.556
73640 164.568
73650 164.578
73660 164.579
73670 164.578
73680 164.571
73690 164.579
73700 164.585
73710 164.584
73720 164.595
73730 164.614
73740 164.625
73750 164.636
73760 164.64
73770 164.655
73780 164.661
73790 164.655
73800 164.643
73810 164.633
73820 164.636
73830 164.642
73840 164.651
73850 164.664
73860 164.677
73870 164.671
73880 164.66
73890 164.644
73900 164.63
73910 164.628
73920 164.634
73930 164.648
73940 164.662
73950 164.662
73960 164.661
73970 164.654
73980 164.639
73990 164.646
74000 164.658
74010 164.651
74020 164.623
74030 164.615
74040 164.614
74050 164.619
74060 164.617
74070 164.618
74080 164.629
74090 164.633
74100 164.636
74110 164.62
74120 164.611
74130 164.622
74140 164.648
74150 164.675
74160 164.675
74170 164.678
74180 164.667
74190 164.647
74200 164.64
74210 164.642
74220 164.648
74230 164.661
74240 164.682
74250 164.683
74260 164.671
74270 164.673
74280 164.67
74290 164.661
74300 164.648
74310 164.652
74320 164.65
74330 164.657
74340 164.647
74350 164.637
74360 164.629
74370 164.629
74380 164.606
74390 164.614
74400 164.609
74410 164.603
74420 164.609
74430 164.61
74440 164.621
74450 164.633
74460 164.652
74470 164.662
74480 164.67
74490 164.66
74500 164.65
74510 164.674
74520 164.71
74530 164.742
74540 164.753
74550 164.746
74560 164.748
74570 164.743
74580 164.74
74590 164.722
74600 164.715
74610 164.712
74620 164.7
74630 164.691
74640 164.691
74650 164.686
74660 164.684
74670 164.685
74680 164.687
74690 164.677
74700 164.696
74710 164.705
74720 164.702
74730 164.703
